RPM,MAP,VE New Rear,VE New Front,,,,,,,,,,,,,,,,
2679,32.81,78,82.5,,,,,,,,,,,,,,,,
2676,32.81,77.5,83,,,,,,,,,,,,,,,,
2669,33.18,78.5,83,,,,,,,,,,,,,,,,
2668,33.18,78.5,82.5,,,,,,,,,,,,,,,,
2661,33.55,78,83.5,,,,,,,,,,,,,,,,
2659,34.65,81,85,,,,,,,,,,,,,,,,
2665,35.39,81.5,85,,,,,,,,,,,,,,,,
2654,35.39,80.5,85.5,,,,,,,,,,,,,,,,
2659,35.76,81,85,,,,,,,,,,,,,,,,
2669,36.13,80.5,86,,,,,,,,,,,,,,,,
2660,40.19,85,86.5,,,,,,,,,,,,,,,,
2687,42.4,87.5,87.5,,,,,,,,,,,,,,,,
2668,46.09,86.5,87.5,,,,,,,,,,,,,,,,
2682,47.57,87,87,,,,,,,,,,,,,,,,
2676,48.68,87.5,88,,,,,,,,,,,,,,,,
2692,49.04,86.5,87.5,,,,,,,,,,,,,,,,
2681,49.78,88,87,,,,,,,,,,,,,,,,
2693,50.52,87,86.5,,,,,,,,,,,,,,,,
2686,50.89,86.5,87,,,,,,,,,,,,,,,,
2695,21.74,86,85.5,,,,,,,,,,,,,,,,
2590,20.26,67.5,69.5,,,,,,,,,,,,,,,,
2547,19.52,64,68.5,,,,,,,,,,,,,,,,
2667,18.05,72,73,,,,,,,,,,,,,,,,
2572,18.42,71,74,,,,,,,,,,,,,,,,
2449,18.42,72,78,,,,,,,,,,,,,,,,
2314,18.79,76,84,,,,,,,,,,,,,,,,
2185,19.16,71,78.5,,,,,,,,,,,,,,,,
2038,20.26,67.5,75,,,,,,,,,,,,,,,,
1940,21.74,66.5,74,,,,,,,,,,,,,,,,
1959,21.37,66,74,,,,,,,,,,,,,,,,
1930,22.11,65.5,73.5,,,,,,,,,,,,,,,,
1927,22.85,65,73,,,,,,,,,,,,,,,,
2002,21.74,66,74.5,,,,,,,,,,,,,,,,
2151,20.63,67,75.5,,,,,,,,,,,,,,,,
2376,19.16,70.5,78,,,,,,,,,,,,,,,,
2593,17.68,74,78.5,,,,,,,,,,,,,,,,
2817,16.57,86,78.5,,,,,,,,,,,,,,,,
2962,16.57,89,79,,,,,,,,,,,,,,,,
2925,16.57,78.5,79,,,,,,,,,,,,,,,,
2913,16.57,78.5,79,,,,,,,,,,,,,,,,
2892,16.57,78,79,,,,,,,,,,,,,,,,
2869,16.57,78,79,,,,,,,,,,,,,,,,
2843,16.57,78,79,,,,,,,,,,,,,,,,
2827,16.2,78,79,,,,,,,,,,,,,,,,
2805,16.2,78,78.5,,,,,,,,,,,,,,,,
2781,16.2,78,78.5,,,,,,,,,,,,,,,,
2752,16.57,77,78.5,,,,,,,,,,,,,,,,
2740,16.57,77,78.5,,,,,,,,,,,,,,,,
2717,16.57,77,78.5,,,,,,,,,,,,,,,,
2686,16.57,77,79,,,,,,,,,,,,,,,,
2666,16.57,77,79,,,,,,,,,,,,,,,,
2631,16.57,77,79,,,,,,,,,,,,,,,,
2609,16.57,77.5,79.5,,,,,,,,,,,,,,,,
2574,16.94,77,79,,,,,,,,,,,,,,,,
2560,16.94,76.5,79,,,,,,,,,,,,,,,,
2518,17.31,76.5,79.5,,,,,,,,,,,,,,,,
2486,17.31,76,79,,,,,,,,,,,,,,,,
2465,16.94,76.5,79.5,,,,,,,,,,,,,,,,
2429,17.31,75.5,79.5,,,,,,,,,,,,,,,,
2369,17.68,75.5,79.5,,,,,,,,,,,,,,,,
2215,18.05,73.5,79.5,,,,,,,,,,,,,,,,
2079,19.16,71.5,77.5,,,,,,,,,,,,,,,,
1900,21.37,67,73.5,,,,,,,,,,,,,,,,
1759,24.69,64.5,71,,,,,,,,,,,,,,,,
1767,23.95,62.5,70,,,,,,,,,,,,,,,,
1791,23.22,64,71,,,,,,,,,,,,,,,,
1713,24.69,61.5,69.5,,,,,,,,,,,,,,,,
1683,25.8,60.5,68.5,,,,,,,,,,,,,,,,
1636,26.9,60.5,68,,,,,,,,,,,,,,,,
1606,27.64,60.5,68,,,,,,,,,,,,,,,,
1621,27.64,61,68,,,,,,,,,,,,,,,,
1673,26.9,71,68.5,,,,,,,,,,,,,,,,
1749,25.06,67.5,69.5,,,,,,,,,,,,,,,,
1814,25.06,66.5,82.5,,,,,,,,,,,,,,,,
1862,23.58,70,86,,,,,,,,,,,,,,,,
1985,21.37,68,93.5,,,,,,,,,,,,,,,,
2015,21,74.5,92,,,,,,,,,,,,,,,,
2120,20.63,79.5,98,,,,,,,,,,,,,,,,
2143,19.89,74.5,86.5,,,,,,,,,,,,,,,,
2212,19.52,76,90,,,,,,,,,,,,,,,,
2251,19.16,79,89,,,,,,,,,,,,,,,,
2278,19.16,76,93.5,,,,,,,,,,,,,,,,
2347,18.79,78.5,88,,,,,,,,,,,,,,,,
2323,18.79,79.5,91.5,,,,,,,,,,,,,,,,
2276,18.79,76.5,88.5,,,,,,,,,,,,,,,,
2237,19.16,76.5,88,,,,,,,,,,,,,,,,
2205,19.52,77,90.5,,,,,,,,,,,,,,,,
2172,19.52,74,85.5,,,,,,,,,,,,,,,,
2093,20.26,73.5,82,,,,,,,,,,,,,,,,
2091,20.26,73.5,84.5,,,,,,,,,,,,,,,,
2071,20.63,72.5,91.5,,,,,,,,,,,,,,,,
1984,21,73,83.5,,,,,,,,,,,,,,,,
1974,21.74,71.5,88.5,,,,,,,,,,,,,,,,
1908,22.48,69,79,,,,,,,,,,,,,,,,
1805,23.58,69,80,,,,,,,,,,,,,,,,
1784,23.22,64.5,79,,,,,,,,,,,,,,,,
1702,26.17,63,77,,,,,,,,,,,,,,,,
1670,25.8,64,74,,,,,,,,,,,,,,,,
1600,26.54,62,70.5,,,,,,,,,,,,,,,,
1522,29.49,61.5,71.5,,,,,,,,,,,,,,,,
1508,27.64,60.5,70.5,,,,,,,,,,,,,,,,
1426,30.23,58.5,68,,,,,,,,,,,,,,,,
1446,97.38,105,108,,,,,,,,,,,,,,,,
1571,98.49,100.5,108,,,,,,,,,,,,,,,,
2081,40.19,62,70,,,,,,,,,,,,,,,,
1968,29.12,52.5,57.5,,,,,,,,,,,,,,,,
1979,23.22,55.5,63.5,,,,,,,,,,,,,,,,
1918,22.85,59,64,,,,,,,,,,,,,,,,
1812,24.32,58.5,65.5,,,,,,,,,,,,,,,,
1684,26.54,61,69,,,,,,,,,,,,,,,,
1621,27.64,64,71.5,,,,,,,,,,,,,,,,
1596,26.17,63,71,,,,,,,,,,,,,,,,
1523,28.75,61.5,71,,,,,,,,,,,,,,,,
1456,28.01,58,69.5,,,,,,,,,,,,,,,,
1419,29.86,58,66,,,,,,,,,,,,,,,,
1369,29.12,57,64,,,,,,,,,,,,,,,,
1361,30.23,56,60.5,,,,,,,,,,,,,,,,
1321,29.86,56.5,60,,,,,,,,,,,,,,,,
1296,30.23,54,57,,,,,,,,,,,,,,,,
1291,29.86,53.5,58.5,,,,,,,,,,,,,,,,
1248,30.6,54,57.5,,,,,,,,,,,,,,,,
1250,30.23,56,57.5,,,,,,,,,,,,,,,,
1238,30.23,55,57.5,,,,,,,,,,,,,,,,
1202,30.6,56,57,,,,,,,,,,,,,,,,
1187,31.7,60,59.5,,,,,,,,,,,,,,,,
1156,31.7,60,59,,,,,,,,,,,,,,,,
1122,33.18,61.5,58,,,,,,,,,,,,,,,,
1143,32.44,66,62,,,,,,,,,,,,,,,,
1124,32.44,64.5,61,,,,,,,,,,,,,,,,
1120,33.92,67,63,,,,,,,,,,,,,,,,
1092,33.18,63.5,62,,,,,,,,,,,,,,,,
1068,34.65,63.5,62,,,,,,,,,,,,,,,,
1072,34.28,65.5,63.5,,,,,,,,,,,,,,,,
1094,33.92,62.5,61.5,,,,,,,,,,,,,,,,
1091,33.55,62,61,,,,,,,,,,,,,,,,
1085,33.92,60.5,60.5,,,,,,,,,,,,,,,,
1075,34.28,60,60.5,,,,,,,,,,,,,,,,
1069,34.28,60,59.5,,,,,,,,,,,,,,,,
1053,35.02,59,59.5,,,,,,,,,,,,,,,,
1040,35.76,61.5,59.5,,,,,,,,,,,,,,,,
1064,35.39,62,61,,,,,,,,,,,,,,,,
1045,35.02,60.5,61,,,,,,,,,,,,,,,,
1052,35.76,62.5,62.5,,,,,,,,,,,,,,,,
1078,34.65,64,62,,,,,,,,,,,,,,,,
1079,34.28,61,61,,,,,,,,,,,,,,,,
1080,33.92,60.5,59.5,,,,,,,,,,,,,,,,
1070,34.28,59,59,,,,,,,,,,,,,,,,
1042,35.39,61,58.5,,,,,,,,,,,,,,,,
1065,35.76,64,61,,,,,,,,,,,,,,,,
1080,34.28,61,59.5,,,,,,,,,,,,,,,,
1063,35.02,63,60.5,,,,,,,,,,,,,,,,
1066,34.65,62.5,60.5,,,,,,,,,,,,,,,,
1052,34.65,60.5,60,,,,,,,,,,,,,,,,
1053,35.02,60.5,59.5,,,,,,,,,,,,,,,,
1049,35.02,59,59.5,,,,,,,,,,,,,,,,
1042,35.39,59,59.5,,,,,,,,,,,,,,,,
1053,35.39,59.5,59,,,,,,,,,,,,,,,,
1021,36.13,59,60.5,,,,,,,,,,,,,,,,
1019,35.76,60.5,61.5,,,,,,,,,,,,,,,,
1035,35.39,59.5,60.5,,,,,,,,,,,,,,,,
1024,36.13,59,61,,,,,,,,,,,,,,,,
1023,35.76,59.5,61,,,,,,,,,,,,,,,,
1038,35.76,59.5,59.5,,,,,,,,,,,,,,,,
1044,38.34,63,63.5,,,,,,,,,,,,,,,,
1057,39.45,63,65.5,,,,,,,,,,,,,,,,
1124,39.08,63,63,,,,,,,,,,,,,,,,
1170,37.97,62,65,,,,,,,,,,,,,,,,
1175,37.97,60.5,64.5,,,,,,,,,,,,,,,,
1209,37.24,60,63.5,,,,,,,,,,,,,,,,
1257,36.13,59.5,65,,,,,,,,,,,,,,,,
1282,36.13,59,64.5,,,,,,,,,,,,,,,,
1302,36.13,60,64.5,,,,,,,,,,,,,,,,
1303,35.76,61,64,,,,,,,,,,,,,,,,
1335,35.39,61,63.5,,,,,,,,,,,,,,,,
1356,35.76,61,63.5,,,,,,,,,,,,,,,,
1366,35.39,62,63,,,,,,,,,,,,,,,,
1364,36.13,61,64,,,,,,,,,,,,,,,,
1364,37.61,62.5,64.5,,,,,,,,,,,,,,,,
1362,37.24,63,64,,,,,,,,,,,,,,,,
1366,37.24,63,64.5,,,,,,,,,,,,,,,,
1345,37.97,63.5,65.5,,,,,,,,,,,,,,,,
1329,38.34,64,64.5,,,,,,,,,,,,,,,,
1351,38.34,67.5,64.5,,,,,,,,,,,,,,,,
1321,38.34,66,65.5,,,,,,,,,,,,,,,,
1348,37.97,63.5,64.5,,,,,,,,,,,,,,,,
1339,37.97,63.5,64.5,,,,,,,,,,,,,,,,
1351,37.97,63,64,,,,,,,,,,,,,,,,
1336,39.45,64,65.5,,,,,,,,,,,,,,,,
1337,41.3,64.5,65,,,,,,,,,,,,,,,,
1348,42.77,64.5,64.5,,,,,,,,,,,,,,,,
1372,43.88,64.5,65,,,,,,,,,,,,,,,,
1424,43.88,65,66.5,,,,,,,,,,,,,,,,
1461,43.14,64.5,68,,,,,,,,,,,,,,,,
1490,42.77,65,69.5,,,,,,,,,,,,,,,,
1519,41.67,65.5,71,,,,,,,,,,,,,,,,
1549,41.3,66.5,70.5,,,,,,,,,,,,,,,,
1589,40.19,66.5,72,,,,,,,,,,,,,,,,
1616,39.08,66,72.5,,,,,,,,,,,,,,,,
1631,35.39,64.5,67.5,,,,,,,,,,,,,,,,
1615,31.33,61.5,62,,,,,,,,,,,,,,,,
1503,31.33,58.5,62,,,,,,,,,,,,,,,,
1397,32.44,64,62,,,,,,,,,,,,,,,,
1316,31.7,66.5,62,,,,,,,,,,,,,,,,
1223,32.07,66.5,64,,,,,,,,,,,,,,,,
1127,34.65,72,63.5,,,,,,,,,,,,,,,,
1118,33.92,71,62.5,,,,,,,,,,,,,,,,
1098,34.28,68.5,62.5,,,,,,,,,,,,,,,,
1095,33.92,66,60.5,,,,,,,,,,,,,,,,
1094,33.18,62.5,60,,,,,,,,,,,,,,,,
1085,33.55,60.5,60,,,,,,,,,,,,,,,,
1076,33.92,60,59.5,,,,,,,,,,,,,,,,
1048,34.65,60,59.5,,,,,,,,,,,,,,,,
1044,34.65,59.5,59,,,,,,,,,,,,,,,,
1043,35.02,60,60,,,,,,,,,,,,,,,,
1019,35.39,60.5,60.5,,,,,,,,,,,,,,,,
1026,35.76,60,61,,,,,,,,,,,,,,,,
1023,35.76,59.5,61,,,,,,,,,,,,,,,,
1015,35.76,59.5,61.5,,,,,,,,,,,,,,,,
1018,36.13,59.5,61,,,,,,,,,,,,,,,,
1020,36.13,59,61,,,,,,,,,,,,,,,,
1017,36.5,59.5,60.5,,,,,,,,,,,,,,,,
1035,35.76,58,58.5,,,,,,,,,,,,,,,,
1036,35.39,57.5,58,,,,,,,,,,,,,,,,
1029,35.76,58,58,,,,,,,,,,,,,,,,
1026,35.76,57.5,58,,,,,,,,,,,,,,,,
1012,36.13,57.5,57.5,,,,,,,,,,,,,,,,
999,36.5,58,59,,,,,,,,,,,,,,,,
1000,36.87,59,60,,,,,,,,,,,,,,,,
1007,36.5,60,60.5,,,,,,,,,,,,,,,,
1014,36.5,58.5,59.5,,,,,,,,,,,,,,,,
1026,36.13,58.5,59.5,,,,,,,,,,,,,,,,
1034,35.76,57.5,59.5,,,,,,,,,,,,,,,,
1035,35.39,57,57,,,,,,,,,,,,,,,,
1030,35.76,57,58,,,,,,,,,,,,,,,,
1033,35.76,57.5,58,,,,,,,,,,,,,,,,
1028,35.76,57.5,57,,,,,,,,,,,,,,,,
1034,35.76,57.5,57,,,,,,,,,,,,,,,,
1045,35.02,57.5,57,,,,,,,,,,,,,,,,
1039,35.39,57.5,57.5,,,,,,,,,,,,,,,,
1005,36.13,57.5,58.5,,,,,,,,,,,,,,,,
1029,35.76,58,59,,,,,,,,,,,,,,,,
1035,35.76,58.5,59,,,,,,,,,,,,,,,,
1041,35.39,58.5,59,,,,,,,,,,,,,,,,
1041,35.39,58,58,,,,,,,,,,,,,,,,
1024,35.76,58,58.5,,,,,,,,,,,,,,,,
1024,35.76,58,58.5,,,,,,,,,,,,,,,,
1023,35.76,58,58.5,,,,,,,,,,,,,,,,
1032,35.76,58.5,59,,,,,,,,,,,,,,,,
1044,35.39,58,58,,,,,,,,,,,,,,,,
1053,35.39,58.5,58,,,,,,,,,,,,,,,,
1041,35.39,58.5,58,,,,,,,,,,,,,,,,
1055,35.39,59.5,58,,,,,,,,,,,,,,,,
1074,34.28,58.5,57.5,,,,,,,,,,,,,,,,
1040,35.76,59.5,59,,,,,,,,,,,,,,,,
1042,36.13,61.5,60,,,,,,,,,,,,,,,,
1075,34.65,59,58.5,,,,,,,,,,,,,,,,
1061,34.65,58.5,58,,,,,,,,,,,,,,,,
1043,35.76,60,58,,,,,,,,,,,,,,,,
1049,35.76,62,59.5,,,,,,,,,,,,,,,,
1032,35.39,61,58.5,,,,,,,,,,,,,,,,
1014,36.5,60.5,59,,,,,,,,,,,,,,,,
1046,36.5,62,61,,,,,,,,,,,,,,,,
1052,35.02,59.5,58.5,,,,,,,,,,,,,,,,
1036,35.76,60.5,58,,,,,,,,,,,,,,,,
1051,35.02,61,59.5,,,,,,,,,,,,,,,,
1056,34.65,58.5,57.5,,,,,,,,,,,,,,,,
1027,35.39,57.5,58,,,,,,,,,,,,,,,,
1013,36.13,57.5,58,,,,,,,,,,,,,,,,
1028,36.13,58,59,,,,,,,,,,,,,,,,
1034,35.39,57.5,58,,,,,,,,,,,,,,,,
1028,35.76,57.5,58.5,,,,,,,,,,,,,,,,
1045,35.39,58,58.5,,,,,,,,,,,,,,,,
1036,35.02,57.5,57.5,,,,,,,,,,,,,,,,
1019,35.76,57.5,58.5,,,,,,,,,,,,,,,,
1034,35.39,57.5,57.5,,,,,,,,,,,,,,,,
1007,35.76,57.5,58.5,,,,,,,,,,,,,,,,
1022,37.24,61.5,62,,,,,,,,,,,,,,,,
1059,35.02,63,60,,,,,,,,,,,,,,,,
1026,35.02,61,59,,,,,,,,,,,,,,,,
1031,36.87,63.5,61.5,,,,,,,,,,,,,,,,
1060,35.02,62,58.5,,,,,,,,,,,,,,,,
1030,36.13,61.5,58.5,,,,,,,,,,,,,,,,
1016,36.5,62.5,60,,,,,,,,,,,,,,,,
1045,35.39,60.5,58.5,,,,,,,,,,,,,,,,
1044,35.39,59,58,,,,,,,,,,,,,,,,
1012,35.76,58.5,58.5,,,,,,,,,,,,,,,,
994,37.24,62.5,61,,,,,,,,,,,,,,,,
1010,36.13,63,59.5,,,,,,,,,,,,,,,,
1026,36.13,58,60,,,,,,,,,,,,,,,,
1015,36.5,58,59,,,,,,,,,,,,,,,,
1022,36.5,58.5,58,,,,,,,,,,,,,,,,
1028,35.76,57.5,58,,,,,,,,,,,,,,,,
994,36.87,57.5,57.5,,,,,,,,,,,,,,,,
1001,37.24,60.5,60,,,,,,,,,,,,,,,,
1023,36.13,59,58,,,,,,,,,,,,,,,,
1022,36.5,61,58,,,,,,,,,,,,,,,,
1060,36.13,62.5,58,,,,,,,,,,,,,,,,
1044,35.02,60.5,57,,,,,,,,,,,,,,,,
1035,36.13,59,59,,,,,,,,,,,,,,,,
1070,35.02,62,59.5,,,,,,,,,,,,,,,,
1034,35.02,60,57,,,,,,,,,,,,,,,,
1019,36.87,61.5,60,,,,,,,,,,,,,,,,
1068,35.39,63.5,58.5,,,,,,,,,,,,,,,,
1074,34.28,60,57.5,,,,,,,,,,,,,,,,
1015,35.76,58.5,58.5,,,,,,,,,,,,,,,,
1034,36.13,59.5,60.5,,,,,,,,,,,,,,,,
1100,33.92,63.5,57,,,,,,,,,,,,,,,,
1059,33.92,59.5,57.5,,,,,,,,,,,,,,,,
1028,36.5,62,59.5,,,,,,,,,,,,,,,,
1046,35.39,63.5,57.5,,,,,,,,,,,,,,,,
1012,35.39,62,59,,,,,,,,,,,,,,,,
1025,37.24,63,61.5,,,,,,,,,,,,,,,,
1063,34.65,65,59,,,,,,,,,,,,,,,,
1024,36.13,61.5,58.5,,,,,,,,,,,,,,,,
1039,36.87,63.5,61.5,,,,,,,,,,,,,,,,
1052,35.02,60,58,,,,,,,,,,,,,,,,
1011,36.87,60.5,60.5,,,,,,,,,,,,,,,,
1015,35.76,62.5,61,,,,,,,,,,,,,,,,
1021,35.76,59,59,,,,,,,,,,,,,,,,
1003,36.5,58,60,,,,,,,,,,,,,,,,
1004,36.5,59,60.5,,,,,,,,,,,,,,,,
1026,36.13,58.5,59.5,,,,,,,,,,,,,,,,
1022,36.13,58,59,,,,,,,,,,,,,,,,
1016,36.5,58.5,59.5,,,,,,,,,,,,,,,,
1065,35.02,59.5,58,,,,,,,,,,,,,,,,
1057,35.02,58.5,57,,,,,,,,,,,,,,,,
1068,35.02,60,56.5,,,,,,,,,,,,,,,,
1081,33.92,60.5,56,,,,,,,,,,,,,,,,
1039,35.76,59,56.5,,,,,,,,,,,,,,,,
1045,36.13,62,58,,,,,,,,,,,,,,,,
1027,35.02,61,57.5,,,,,,,,,,,,,,,,
1004,36.5,60,59.5,,,,,,,,,,,,,,,,
1031,35.76,63,62,,,,,,,,,,,,,,,,
1031,35.39,61,60,,,,,,,,,,,,,,,,
1016,36.87,60,62,,,,,,,,,,,,,,,,
1017,36.13,62.5,62,,,,,,,,,,,,,,,,
1013,36.13,62,60.5,,,,,,,,,,,,,,,,
1032,35.76,60.5,59,,,,,,,,,,,,,,,,
1043,35.39,57.5,58,,,,,,,,,,,,,,,,
1019,36.5,57.5,57.5,,,,,,,,,,,,,,,,
1053,36.13,61,59,,,,,,,,,,,,,,,,
1068,34.28,61,56.5,,,,,,,,,,,,,,,,
1039,35.39,61,57.5,,,,,,,,,,,,,,,,
1024,35.76,62.5,58.5,,,,,,,,,,,,,,,,
1032,35.39,61.5,57.5,,,,,,,,,,,,,,,,
1015,36.13,59.5,58,,,,,,,,,,,,,,,,
1020,36.13,58,58.5,,,,,,,,,,,,,,,,
1016,36.13,58,60,,,,,,,,,,,,,,,,
1041,35.76,57.5,58,,,,,,,,,,,,,,,,
1054,35.02,57.5,56.5,,,,,,,,,,,,,,,,
1061,35.02,57.5,56.5,,,,,,,,,,,,,,,,
1066,34.65,57.5,56.5,,,,,,,,,,,,,,,,
1046,35.02,57.5,56.5,,,,,,,,,,,,,,,,
1024,36.13,58.5,58,,,,,,,,,,,,,,,,
1022,35.76,60.5,58.5,,,,,,,,,,,,,,,,
1010,36.13,59.5,59,,,,,,,,,,,,,,,,
1026,36.5,62,60.5,,,,,,,,,,,,,,,,
1032,35.39,59,59,,,,,,,,,,,,,,,,
998,36.5,58,58.5,,,,,,,,,,,,,,,,
1002,36.87,58.5,60.5,,,,,,,,,,,,,,,,
1009,36.5,57.5,59.5,,,,,,,,,,,,,,,,
994,36.5,57.5,60,,,,,,,,,,,,,,,,
984,37.24,59.5,60.5,,,,,,,,,,,,,,,,
995,36.87,58.5,59.5,,,,,,,,,,,,,,,,
1006,36.87,58.5,59,,,,,,,,,,,,,,,,
997,37.24,60.5,59,,,,,,,,,,,,,,,,
1027,36.87,61.5,59,,,,,,,,,,,,,,,,
1013,36.5,60.5,58,,,,,,,,,,,,,,,,
983,37.61,59.5,58.5,,,,,,,,,,,,,,,,
1026,37.61,63,60.5,,,,,,,,,,,,,,,,
1035,35.76,61.5,58,,,,,,,,,,,,,,,,
1002,37.61,59,57,,,,,,,,,,,,,,,,
1039,37.61,61.5,60.5,,,,,,,,,,,,,,,,
1058,35.02,61.5,57,,,,,,,,,,,,,,,,
1005,36.87,60,59.5,,,,,,,,,,,,,,,,
996,37.97,63.5,60.5,,,,,,,,,,,,,,,,
1018,36.5,61,59,,,,,,,,,,,,,,,,
1010,36.5,59,59.5,,,,,,,,,,,,,,,,
980,36.5,59,59,,,,,,,,,,,,,,,,
1015,37.24,62.5,60,,,,,,,,,,,,,,,,
1051,35.02,59.5,57.5,,,,,,,,,,,,,,,,
1020,36.87,62.5,59.5,,,,,,,,,,,,,,,,
1018,36.13,61.5,60.5,,,,,,,,,,,,,,,,
1024,36.13,59.5,58,,,,,,,,,,,,,,,,
1003,48.68,67,64,,,,,,,,,,,,,,,,
940,56.06,66,65.5,,,,,,,,,,,,,,,,
895,63.44,68.5,69,,,,,,,,,,,,,,,,
1012,61.22,68.5,69,,,,,,,,,,,,,,,,
1072,61.96,63.5,68,,,,,,,,,,,,,,,,
1164,61.22,62.5,68.5,,,,,,,,,,,,,,,,
1248,59.75,64.5,67,,,,,,,,,,,,,,,,
1322,59.75,68,70,,,,,,,,,,,,,,,,
1364,61.22,69.5,72,,,,,,,,,,,,,,,,
1442,60.48,69.5,72,,,,,,,,,,,,,,,,
1509,59.01,68,72.5,,,,,,,,,,,,,,,,
1596,56.79,63.5,70.5,,,,,,,,,,,,,,,,
1676,53.84,63,71,,,,,,,,,,,,,,,,
1781,50.52,68,75.5,,,,,,,,,,,,,,,,
1876,46.83,70.5,78,,,,,,,,,,,,,,,,
1941,45.72,72.5,82,,,,,,,,,,,,,,,,
1993,44.62,76.5,83.5,,,,,,,,,,,,,,,,
2027,43.88,78.5,85.5,,,,,,,,,,,,,,,,
2045,43.51,78.5,88,,,,,,,,,,,,,,,,
2042,43.88,80,89.5,,,,,,,,,,,,,,,,
2056,43.51,81.5,89.5,,,,,,,,,,,,,,,,
2065,21.37,69.5,70.5,,,,,,,,,,,,,,,,
1926,23.58,66.5,72,,,,,,,,,,,,,,,,
1864,24.69,73.5,76.5,,,,,,,,,,,,,,,,
1822,24.32,73.5,84.5,,,,,,,,,,,,,,,,
1749,25.8,70,82,,,,,,,,,,,,,,,,
1678,99.23,104.5,127.5,,,,,,,,,,,,,,,,
1775,39.82,106.5,126.5,,,,,,,,,,,,,,,,
1947,34.28,58.5,60.5,,,,,,,,,,,,,,,,
1861,25.43,51,60.5,,,,,,,,,,,,,,,,
1859,24.69,53,60.5,,,,,,,,,,,,,,,,
1811,26.54,50,57,,,,,,,,,,,,,,,,
1778,35.76,50.5,59,,,,,,,,,,,,,,,,
1763,39.45,57.5,72.5,,,,,,,,,,,,,,,,
1781,41.3,61.5,77.5,,,,,,,,,,,,,,,,
1778,42.03,70.5,79,,,,,,,,,,,,,,,,
1751,43.14,71.5,81.5,,,,,,,,,,,,,,,,
1715,44.62,72,82,,,,,,,,,,,,,,,,
1676,46.09,73.5,82,,,,,,,,,,,,,,,,
1651,46.83,75.5,81.5,,,,,,,,,,,,,,,,
1616,52,86,87.5,,,,,,,,,,,,,,,,
1637,63.07,91,96.5,,,,,,,,,,,,,,,,
1725,63.44,89.5,97,,,,,,,,,,,,,,,,
1827,61.59,83,95,,,,,,,,,,,,,,,,
1894,60.11,82,91,,,,,,,,,,,,,,,,
1959,59.01,82,88.5,,,,,,,,,,,,,,,,
1998,57.9,84.5,89,,,,,,,,,,,,,,,,
2020,57.53,86.5,91,,,,,,,,,,,,,,,,
2021,57.53,86.5,91,,,,,,,,,,,,,,,,
2020,57.53,88,91,,,,,,,,,,,,,,,,
2020,57.16,88,92.5,,,,,,,,,,,,,,,,
2021,57.9,88,92,,,,,,,,,,,,,,,,
2014,57.9,88,93,,,,,,,,,,,,,,,,
2009,57.9,87,92.5,,,,,,,,,,,,,,,,
2004,57.9,86,92,,,,,,,,,,,,,,,,
2009,57.53,86,90,,,,,,,,,,,,,,,,
2014,57.53,86,91,,,,,,,,,,,,,,,,
2022,57.53,86.5,91.5,,,,,,,,,,,,,,,,
2023,57.53,87,92,,,,,,,,,,,,,,,,
2037,57.16,87,91.5,,,,,,,,,,,,,,,,
2046,57.16,87,91,,,,,,,,,,,,,,,,
2047,57.16,86,91,,,,,,,,,,,,,,,,
2055,56.79,86.5,91,,,,,,,,,,,,,,,,
2064,56.42,86,90,,,,,,,,,,,,,,,,
2064,56.79,86.5,91.5,,,,,,,,,,,,,,,,
2072,56.79,87,91,,,,,,,,,,,,,,,,
2075,56.79,86,90,,,,,,,,,,,,,,,,
2081,56.06,85.5,91,,,,,,,,,,,,,,,,
2084,56.06,85.5,90.5,,,,,,,,,,,,,,,,
2080,56.42,85,89.5,,,,,,,,,,,,,,,,
2091,56.06,85,90,,,,,,,,,,,,,,,,
2105,53.47,86,90,,,,,,,,,,,,,,,,
2145,47.94,81.5,90,,,,,,,,,,,,,,,,
2183,46.46,77.5,89,,,,,,,,,,,,,,,,
2224,46.09,82,89.5,,,,,,,,,,,,,,,,
2256,46.09,85,96,,,,,,,,,,,,,,,,
2281,45.72,83.5,92,,,,,,,,,,,,,,,,
2318,44.99,80.5,89,,,,,,,,,,,,,,,,
2341,44.99,80.5,88,,,,,,,,,,,,,,,,
2370,44.62,81,88,,,,,,,,,,,,,,,,
2390,43.88,80.5,85,,,,,,,,,,,,,,,,
2440,43.51,81.5,86,,,,,,,,,,,,,,,,
2452,43.51,81.5,85.5,,,,,,,,,,,,,,,,
2470,43.51,82,86,,,,,,,,,,,,,,,,
2511,42.77,81,85,,,,,,,,,,,,,,,,
2533,42.77,81,84.5,,,,,,,,,,,,,,,,
2554,42.03,81.5,85.5,,,,,,,,,,,,,,,,
2584,42.03,81.5,86,,,,,,,,,,,,,,,,
2598,42.03,82.5,85.5,,,,,,,,,,,,,,,,
2610,40.93,83,85.5,,,,,,,,,,,,,,,,
2617,39.08,81,85.5,,,,,,,,,,,,,,,,
2660,37.61,78,79.5,,,,,,,,,,,,,,,,
2656,37.61,79,82,,,,,,,,,,,,,,,,
2662,37.61,81,83,,,,,,,,,,,,,,,,
2661,37.61,80,83.5,,,,,,,,,,,,,,,,
2689,37.24,81,83,,,,,,,,,,,,,,,,
2689,37.24,79,83,,,,,,,,,,,,,,,,
2717,36.87,79,81.5,,,,,,,,,,,,,,,,
