237092,66.0,62.0,0.781,0.767,58.0,53.5,13.60,1526,38.34,6,217,0.892,0.00,0.00,,,134.60,1032,42.00,14.5,19.5,4.07,2.69,11.18,0.76,0.00,269
237170,64.5,60.0,0.712,0.801,51.5,50.0,13.60,1533,32.44,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,17.0,19.5,3.18,2.28,11.18,0.70,0.00,269
237252,64.0,58.5,0.726,0.788,52.0,51.5,13.60,1499,29.12,5,219,0.892,0.00,0.00,,,134.60,1032,42.00,17.0,22.0,2.79,1.98,10.56,0.70,0.00,269
237330,63.0,58.0,0.747,0.747,52.5,48.5,13.70,1435,29.12,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,19.5,21.5,2.84,2.12,10.56,0.70,0.00,269
237399,62.0,57.5,0.767,0.760,52.5,49.0,13.70,1390,30.23,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,19.5,21.0,2.94,2.22,9.94,0.70,0.00,269
237473,61.0,57.0,0.781,0.815,53.5,52.0,13.70,1342,31.70,4,219,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.5,3.02,2.38,9.94,0.70,0.00,269
237551,61.0,57.5,0.795,0.870,54.5,56.0,13.70,1321,31.33,4,219,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.5,3.04,2.40,9.32,0.70,0.00,269
237653,59.5,56.5,0.836,0.884,55.5,56.0,13.70,1241,32.44,4,219,0.892,0.00,0.00,,,132.80,1032,42.00,19.5,20.0,2.95,2.44,9.32,0.70,0.00,269
237739,60.0,58.5,0.856,0.918,57.5,60.0,13.70,1206,32.81,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,19.5,20.0,3.10,2.53,8.70,0.70,0.00,269
237813,60.0,59.5,0.863,0.918,58.0,61.0,13.70,1151,33.18,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,19.5,20.0,3.15,2.62,8.70,0.70,0.00,269
237891,59.0,60.5,0.870,0.918,56.5,62.0,13.70,1130,34.28,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.19,2.78,8.08,0.70,0.00,269
237973,59.0,60.5,0.884,0.904,58.5,61.5,13.60,1100,34.65,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.24,2.82,8.08,0.70,0.00,269
238051,59.5,60.5,0.884,0.932,59.0,63.0,13.60,1056,35.76,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.38,3.11,7.46,0.70,0.00,269
238133,60.5,61.0,0.890,0.952,60.5,65.0,13.60,1073,37.24,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.60,3.12,7.46,0.70,0.00,269
238211,60.0,61.0,0.890,0.979,60.0,67.0,13.60,1078,35.76,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.43,2.97,6.84,0.70,0.00,269
238292,59.5,60.5,0.932,0.993,62.0,67.5,13.60,1046,37.61,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.42,3.12,6.84,0.70,0.00,269
238370,61.0,61.0,0.925,0.993,63.0,68.0,13.60,1052,37.61,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.66,3.16,6.21,0.70,0.00,269
238461,60.5,61.0,0.932,0.986,63.0,67.5,13.60,1065,36.50,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.51,3.06,6.21,0.70,0.00,269
238542,60.0,60.5,0.911,0.932,61.5,63.0,13.60,1051,36.87,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.53,3.04,5.59,0.70,0.00,269
238620,60.0,61.0,0.918,0.897,61.5,63.5,13.60,1048,36.87,4,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.53,3.08,5.59,0.70,0.00,269
238710,60.5,61.0,0.897,0.897,61.0,61.5,13.50,1012,37.61,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.63,3.15,5.59,0.70,0.00,269
238792,60.5,61.0,0.904,0.890,61.5,61.0,13.50,1009,38.34,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.69,3.21,5.59,0.70,0.00,269
238882,60.5,61.0,0.904,0.890,61.5,61.0,13.50,1023,38.34,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.70,3.18,4.97,0.70,0.00,269
238960,60.5,61.0,0.897,0.890,61.0,61.0,13.50,1038,37.97,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.65,3.17,4.97,0.70,0.00,269
239042,60.5,61.0,0.890,0.884,60.5,60.5,13.50,1040,37.61,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.62,3.13,4.97,0.70,0.00,269
239120,60.5,61.0,0.890,0.884,60.5,60.5,13.40,1030,37.61,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.63,3.16,4.35,0.70,0.00,269
239202,60.5,61.0,0.897,0.884,61.0,60.0,13.40,1029,37.61,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.63,3.16,4.35,0.70,0.00,269
239292,60.0,60.5,0.877,0.877,59.0,59.5,13.40,1030,37.61,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.59,3.14,4.35,0.70,0.00,269
239370,60.5,61.0,0.877,0.877,59.5,60.0,13.50,1027,37.97,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.62,3.16,3.73,0.70,0.00,269
239439,60.5,61.0,0.877,0.884,59.5,60.0,13.40,1005,37.97,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.65,3.26,3.11,0.70,0.00,269
239513,62.0,62.0,0.870,0.884,60.5,61.5,13.40,981,39.45,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.91,3.31,3.11,0.68,0.00,269
239591,61.5,62.5,0.870,0.890,60.5,62.5,13.40,993,39.08,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,22.5,23.5,3.84,3.39,2.49,0.70,0.00,269
239674,60.5,61.0,0.884,0.890,60.0,61.0,13.40,1011,38.71,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,21.5,21.5,3.74,3.25,1.86,0.70,0.00,269
239752,60.5,61.0,0.884,0.890,60.0,61.0,13.40,1004,38.34,4,219,0.892,0.00,0.00,,,134.60,1032,42.00,21.5,21.5,3.71,3.24,1.86,0.70,0.00,269
239829,61.0,61.0,0.884,0.897,60.0,61.5,13.40,995,38.71,4,219,0.892,0.00,0.00,,,134.60,1032,42.00,23.0,23.0,3.78,3.26,0.00,0.70,0.00,269
240092,63.0,62.5,0.870,0.918,61.5,64.5,13.40,974,40.56,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,24.5,23.5,4.06,3.50,0.00,0.70,0.00,269
240194,61.5,62.0,0.897,0.911,60.0,64.5,13.40,1027,38.71,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,22.0,22.5,3.96,3.30,0.00,0.70,0.00,269
240272,60.5,61.0,0.884,0.890,60.0,62.5,13.40,1022,37.61,4,219,0.892,0.00,0.00,,,134.60,1032,42.00,20.0,20.0,3.64,3.24,0.00,0.70,0.00,269
240354,61.0,61.5,0.877,0.884,60.0,61.0,13.40,996,39.08,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,22.5,22.5,3.81,3.26,0.00,0.70,0.00,269
240432,61.0,62.0,0.877,0.877,60.5,61.0,13.40,996,39.08,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,23.0,23.0,3.80,3.32,0.00,0.70,0.00,269
240513,61.0,61.5,0.870,0.877,59.5,60.5,13.40,1003,39.08,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,22.5,22.5,3.80,3.28,0.00,0.70,0.00,269
240591,60.5,61.0,0.856,0.870,58.0,59.5,13.40,1017,38.34,4,217,0.892,0.00,0.00,,,134.60,1032,42.00,21.5,21.5,3.71,3.25,0.00,0.70,0.00,269
240673,60.5,61.0,0.856,0.877,58.0,60.0,13.40,1016,38.34,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,21.0,21.0,3.71,3.24,0.00,0.70,0.00,269
240751,60.5,61.0,0.863,0.877,58.5,60.0,13.40,1003,38.71,5,219,0.892,0.00,0.00,,,134.60,1032,42.00,22.5,22.5,3.74,3.28,0.00,0.70,0.39,269
240833,63.0,63.0,0.863,0.877,61.0,62.0,13.40,1034,42.40,10,219,0.892,0.00,0.00,,,134.60,1032,42.00,18.5,19.5,4.58,5.61,0.00,0.92,10.16,269
240911,80.5,62.5,0.856,0.877,77.5,61.5,13.40,1072,84.84,18,219,0.892,0.00,0.00,,,134.60,1032,42.00,6.5,11.5,15.07,9.61,0.00,1.25,16.80,269
241001,83.0,78.5,0.870,0.815,78.5,71.5,13.50,1197,82.62,20,217,0.892,0.00,0.00,,,134.60,1032,42.00,8.0,12.5,13.50,15.36,0.00,1.31,16.02,269
241091,66.5,69.5,0.781,0.699,58.0,54.5,13.50,1416,40.93,6,217,0.892,0.00,0.00,,,134.60,1032,42.00,11.0,15.5,0.92,6.42,0.00,0.78,1.95,269
241181,65.5,61.0,0.692,0.692,51.5,48.5,13.60,1599,32.44,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,11.0,18.0,2.56,2.19,0.00,0.74,0.78,269
241263,65.0,60.0,0.699,0.726,51.0,49.0,13.60,1553,32.44,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,13.5,18.0,2.98,2.04,0.00,0.74,0.78,269
241341,65.0,59.5,0.795,0.767,58.0,51.5,13.60,1554,30.96,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,13.5,20.5,2.99,1.84,0.00,0.72,0.00,269
241431,64.0,58.5,0.863,0.795,62.0,52.0,13.60,1484,30.60,5,217,0.892,0.00,0.00,,,134.60,1032,42.00,16.0,21.5,3.00,2.20,0.00,0.72,0.00,269
241533,63.0,57.5,0.911,0.884,64.5,57.0,13.60,1413,30.60,5,219,0.892,0.00,0.00,,,132.80,1032,42.00,18.5,21.0,3.00,2.26,0.00,0.70,0.00,269
241611,62.0,57.5,0.938,0.959,65.0,62.0,13.70,1314,32.07,5,219,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.5,3.13,2.45,0.00,0.72,1.17,269
241693,62.0,59.5,0.966,1.062,67.0,71.0,13.70,1299,34.65,6,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,3.42,2.88,0.00,0.76,2.34,269
241771,64.0,61.0,0.959,0.973,70.5,66.5,13.70,1277,39.45,6,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,4.40,3.23,0.00,0.78,2.34,269
241861,64.0,61.0,0.959,0.959,69.0,65.5,13.70,1271,40.19,6,219,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,4.42,3.59,0.00,0.78,2.34,269
241963,64.5,61.0,0.911,0.959,66.0,66.0,13.70,1296,40.93,7,217,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,4.48,3.27,0.00,0.80,3.52,269
242062,64.0,60.5,0.904,0.938,65.0,63.5,13.70,1345,43.51,8,217,0.892,0.00,0.00,,,132.80,1032,42.00,19.0,20.0,4.78,3.55,0.00,0.84,3.52,269
242144,66.0,61.5,0.890,0.918,66.0,63.5,13.70,1384,44.62,8,217,0.892,0.00,0.00,,,132.80,1032,42.00,19.0,20.0,5.08,3.64,0.00,0.86,3.52,269
242221,67.0,62.5,0.877,0.938,66.0,65.0,13.70,1423,44.62,8,219,0.892,0.00,0.00,,,132.80,1032,42.00,19.0,20.0,5.11,3.74,0.00,0.86,3.52,269
242303,68.5,63.5,0.884,0.938,68.5,66.5,13.70,1476,43.51,8,219,0.892,0.00,0.00,,,132.80,1032,42.00,20.0,20.0,5.03,3.75,0.00,0.86,3.91,269
242381,70.5,64.5,0.897,0.938,70.0,68.0,13.70,1545,42.40,8,219,0.892,0.00,0.00,,,132.80,1032,42.00,21.0,20.5,4.94,3.60,0.00,0.86,3.91,269
242463,71.0,65.5,0.897,0.938,71.0,69.0,13.70,1562,42.03,8,217,0.892,0.00,0.00,,,132.80,1032,42.00,21.0,20.5,4.85,3.62,0.00,0.86,3.91,269
242541,72.0,66.0,0.890,0.945,72.5,70.0,13.70,1592,41.30,8,217,0.892,0.00,0.00,,,131.00,1032,42.00,21.5,21.0,4.83,3.55,0.00,0.86,3.91,269
242623,72.0,66.5,0.897,0.945,72.5,70.5,13.70,1622,40.56,8,219,0.892,0.00,0.00,,,131.00,1032,42.00,22.0,21.0,4.74,3.50,0.00,0.86,3.91,269
242701,72.5,67.0,0.904,0.925,73.5,69.0,13.70,1664,39.45,8,219,0.892,0.00,0.00,,,131.00,1032,42.00,23.0,22.0,4.69,3.44,0.00,0.84,1.17,269
242811,70.5,62.5,0.904,0.925,72.0,65.0,13.70,1734,26.90,5,217,0.892,0.00,0.00,,,131.00,1032,42.00,24.0,23.0,2.85,1.88,0.00,0.72,0.00,269
242901,66.0,60.5,0.938,0.938,69.5,63.5,13.70,1624,29.86,5,217,0.892,0.00,0.00,,,131.00,1032,42.00,23.0,22.5,3.08,2.18,0.00,0.72,0.00,269
242983,65.0,59.5,0.979,1.014,71.5,67.5,13.70,1561,30.96,5,217,0.892,0.00,0.00,,,131.00,1032,42.00,22.0,22.0,3.18,2.41,0.00,0.72,0.00,269
243073,64.5,59.0,0.993,1.007,77.0,68.5,13.70,1521,29.86,5,217,0.892,0.00,0.00,,,131.00,1032,42.00,21.5,22.0,3.05,2.32,0.00,0.72,0.00,269
243151,63.5,58.5,0.986,1.027,70.0,67.5,13.70,1452,31.70,5,219,0.892,0.00,0.00,,,131.00,1032,42.00,20.5,21.0,3.21,2.46,0.00,0.72,0.00,269
243233,63.0,58.0,0.952,0.959,67.0,62.5,13.70,1411,31.33,5,219,0.892,0.00,0.00,,,131.00,1032,42.00,20.5,21.0,3.15,2.45,0.00,0.70,0.00,269
243311,62.5,58.5,0.897,0.993,63.0,65.0,13.70,1379,32.81,5,219,0.892,0.00,0.00,,,131.00,1032,42.00,20.0,20.5,3.26,2.54,0.00,0.72,0.00,269
243393,61.5,58.0,0.897,0.979,62.0,63.5,13.70,1327,32.44,5,219,0.892,0.00,0.00,,,131.00,1032,42.00,20.0,20.5,3.15,2.50,0.00,0.70,0.00,269
243471,61.0,58.0,0.884,0.918,60.5,60.5,13.70,1288,32.44,5,219,0.892,0.00,0.00,,,131.00,1032,42.00,19.5,20.0,3.14,2.52,0.00,0.72,0.00,269
243553,60.5,58.0,0.884,0.938,60.0,61.0,13.70,1224,34.28,5,219,0.892,0.00,0.00,,,131.00,1032,42.00,19.5,20.0,3.29,2.65,0.00,0.70,0.00,269
243643,60.5,59.5,0.877,0.932,59.5,62.5,13.70,1194,34.65,5,217,0.892,0.00,0.00,,,131.00,1032,42.00,19.5,20.0,3.33,2.70,0.00,0.70,0.00,269
243721,60.0,59.0,0.877,0.925,59.5,61.5,13.70,1176,33.92,5,217,0.892,0.00,0.00,,,131.00,1032,42.00,20.0,20.0,3.24,2.67,0.00,0.70,0.00,269
243802,60.0,61.0,0.877,0.925,59.0,63.0,13.60,1105,36.13,4,219,0.892,0.00,0.00,,,131.00,1032,42.00,20.0,20.0,3.46,2.84,0.00,0.68,0.00,269
243880,60.0,61.0,0.877,0.911,59.0,62.5,13.70,1103,36.13,6,219,0.892,0.00,0.00,,,131.00,1032,42.00,20.0,20.0,3.44,2.98,0.00,0.76,2.34,269
243962,63.5,61.5,0.890,0.911,63.5,63.0,13.60,1092,45.35,8,217,0.892,0.00,0.00,,,131.00,1032,42.00,18.0,19.5,5.10,4.35,0.00,0.84,5.47,269
244040,64.5,63.0,0.884,0.911,64.0,64.5,13.60,1107,52.00,10,219,0.892,0.00,0.00,,,131.00,1032,42.00,16.0,19.0,6.42,5.19,0.00,0.92,7.03,269
244110,70.0,66.5,0.897,0.897,70.5,63.0,13.70,1163,59.01,10,219,0.892,0.00,0.00,,,132.80,1032,42.00,15.5,18.5,7.96,5.98,0.00,0.96,7.42,269
244183,71.5,67.0,0.890,0.849,70.5,64.0,13.70,1305,59.38,11,217,0.892,0.00,0.00,,,132.80,1032,42.00,15.0,19.0,7.61,6.06,0.00,0.98,7.81,269
244261,75.5,66.5,0.842,0.829,71.5,62.0,13.60,1476,59.01,12,217,0.892,0.00,0.00,,,132.80,1032,42.00,17.5,20.0,7.88,5.54,0.00,1.02,8.20,269
244343,82.0,72.5,0.822,0.822,73.0,67.0,13.60,1619,55.69,12,217,0.892,0.00,0.00,,,132.80,1032,42.00,19.0,20.5,7.95,5.74,0.00,1.02,8.20,269
244421,88.0,79.0,0.822,0.829,81.0,72.0,13.60,1764,51.26,13,217,0.892,0.00,0.00,,,132.80,1032,42.00,21.5,22.0,7.73,5.40,0.00,1.04,8.20,269
244503,88.5,80.0,0.836,0.849,83.0,76.0,13.70,1835,50.15,13,217,0.892,0.00,0.00,,,131.00,1032,42.00,24.0,23.0,7.41,5.26,0.00,1.05,8.20,269
244581,88.0,80.0,0.842,0.863,83.0,76.0,13.70,1917,48.31,13,217,0.892,0.00,0.00,,,131.00,1032,42.00,24.0,24.0,6.96,5.04,0.00,1.04,8.20,269
244663,88.0,80.0,0.849,0.884,84.0,79.0,13.70,1955,47.57,13,217,0.892,0.00,0.00,,,131.00,1032,42.00,26.5,24.5,6.89,4.91,0.00,1.04,8.20,269
244753,88.5,80.0,0.870,0.890,86.5,80.0,13.70,1964,47.20,13,219,0.892,0.00,0.00,,,131.00,1032,42.00,26.5,24.5,6.78,4.83,0.00,1.05,8.20,269
244843,88.0,79.5,0.877,0.904,86.5,80.5,13.70,1952,47.20,13,219,0.892,0.00,0.00,,,131.00,1032,42.00,27.0,24.5,6.76,4.81,0.00,1.05,8.20,269
244941,88.5,79.5,0.890,0.918,88.5,82.0,13.70,1957,47.57,13,217,0.892,0.00,0.00,,,129.20,1032,42.00,27.0,24.5,6.89,4.82,0.00,1.04,8.20,269
245031,88.5,80.0,0.911,0.925,89.5,83.0,13.70,1948,47.94,13,217,0.892,0.00,0.00,,,129.20,1032,42.00,26.5,24.5,6.90,4.89,1.86,1.04,8.20,269
245113,88.5,80.0,0.897,0.925,89.0,82.5,13.70,1938,47.94,13,219,0.892,0.00,0.00,,,129.20,1032,42.00,26.5,24.5,6.91,4.89,2.49,1.05,8.20,269
245191,88.5,80.0,0.897,0.932,89.0,82.5,13.70,1909,48.68,13,219,0.892,0.00,0.00,,,129.20,1032,42.00,26.0,24.0,7.04,5.01,3.11,1.05,8.20,269
245273,88.5,80.0,0.904,0.938,89.5,84.0,13.70,1872,49.41,13,219,0.892,0.00,0.00,,,127.40,1032,42.00,25.5,23.5,7.09,5.14,3.73,1.05,8.20,269
245351,88.5,80.0,0.904,0.938,89.5,84.0,13.70,1834,50.52,13,219,0.892,0.00,0.00,,,127.40,1032,42.00,25.0,23.0,7.32,5.21,3.73,1.05,8.20,269
245433,88.5,80.0,0.904,0.925,89.5,83.5,13.70,1798,51.63,13,219,0.892,0.00,0.00,,,127.40,1032,42.00,24.0,22.5,7.48,5.36,4.35,1.04,8.20,269
245510,88.0,79.5,0.897,0.925,88.5,82.5,13.70,1764,53.47,13,219,0.892,0.00,0.00,,,127.40,1032,42.00,22.5,22.0,7.74,5.47,4.97,1.05,8.20,269
245592,87.5,78.5,0.897,0.918,88.0,81.0,13.70,1727,54.21,13,219,0.892,0.00,0.00,,,127.40,1032,42.00,22.0,21.5,7.81,5.55,5.59,1.05,8.20,269
245670,86.0,78.0,0.897,0.918,87.0,80.0,13.70,1696,55.32,13,219,0.892,0.00,0.00,,,125.60,1032,42.00,21.0,21.5,7.77,5.72,5.59,1.05,8.20,269
245752,85.5,77.0,0.890,0.925,85.5,80.0,13.70,1680,55.32,13,219,0.892,0.00,0.00,,,125.60,1032,42.00,20.5,21.0,7.82,5.71,6.21,1.05,8.20,269
245842,85.0,77.0,0.884,0.911,84.0,78.5,13.70,1675,55.69,13,219,0.892,0.00,0.00,,,125.60,1032,42.00,20.5,21.0,7.81,5.74,6.84,1.04,8.20,269
245920,84.5,76.5,0.897,0.918,84.5,78.5,13.70,1661,56.42,13,219,0.892,0.00,0.00,,,125.60,1032,42.00,20.5,21.0,7.89,5.75,7.46,1.05,8.20,269
246010,84.0,76.0,0.890,0.911,84.0,78.0,13.70,1647,56.42,13,219,0.892,0.00,0.00,,,125.60,1032,42.00,20.0,21.0,7.86,5.78,8.08,1.05,8.59,269
246092,84.0,75.0,0.877,0.911,82.5,76.5,13.70,1635,57.90,13,219,0.892,0.00,0.00,,,125.60,1032,42.00,19.5,20.5,8.07,5.76,8.08,1.05,8.59,269
246170,84.0,75.0,0.884,0.918,82.5,76.5,13.70,1639,57.53,13,219,0.892,0.00,0.00,,,123.80,1032,42.00,19.5,20.5,8.04,5.80,8.70,1.05,8.59,269
246248,84.5,76.5,0.897,0.938,84.5,80.5,13.70,1660,57.53,13,219,0.892,0.00,0.00,,,123.80,1032,42.00,20.0,20.5,8.04,5.87,9.32,1.05,8.59,269
246322,85.5,77.0,0.904,0.925,86.5,81.0,13.70,1684,56.79,13,219,0.892,0.00,0.00,,,123.80,1032,42.00,20.5,21.0,8.07,5.85,9.32,1.05,8.59,269
246399,86.0,77.5,0.904,0.911,87.0,79.0,13.70,1699,56.06,13,219,0.892,0.00,0.00,,,123.80,1032,42.00,20.5,21.0,8.03,5.80,9.94,1.05,8.98,269
246481,86.5,78.0,0.904,0.904,87.5,79.5,13.70,1716,56.06,14,219,0.892,0.00,0.00,,,123.80,1032,42.00,21.0,21.0,8.05,5.84,10.56,1.07,9.38,269
246563,88.5,79.5,0.890,0.904,88.5,80.0,13.70,1746,56.79,14,219,0.892,0.00,0.00,,,123.80,1032,42.00,21.0,21.0,8.50,6.10,10.56,1.09,9.38,269
246641,88.0,79.5,0.897,0.911,88.5,81.0,13.70,1790,54.95,14,219,0.892,0.00,0.00,,,123.80,1032,42.00,22.5,22.0,8.11,5.95,11.18,1.09,9.38,269
246723,88.5,80.0,0.897,0.911,89.0,81.5,13.70,1823,54.58,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,23.0,22.5,8.04,5.80,11.81,1.09,9.38,269
246801,89.0,80.5,0.884,0.897,88.0,81.0,13.70,1857,53.47,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,24.0,23.0,7.91,5.67,12.43,1.09,9.38,269
246891,89.0,81.0,0.877,0.904,87.5,82.0,13.70,1890,52.37,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,25.0,23.5,7.68,5.62,12.43,1.07,9.38,269
246973,89.5,81.5,0.877,0.904,88.0,82.5,13.70,1915,52.00,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,25.5,23.5,7.66,5.52,13.05,1.09,9.38,269
247051,89.5,81.5,0.884,0.911,88.5,83.0,13.70,1943,50.89,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,26.5,24.0,7.45,5.39,13.67,1.09,9.38,269
247133,89.5,82.0,0.890,0.904,88.0,83.5,13.70,1976,50.52,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,26.5,24.5,7.40,5.38,13.67,1.07,9.38,269
247210,89.5,82.5,0.890,0.911,89.5,84.0,13.70,2047,49.41,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,28.0,25.5,7.21,5.23,14.29,1.09,9.38,269
247300,90.5,82.0,0.897,0.904,91.0,83.0,13.70,2099,48.31,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,29.5,26.5,7.12,5.08,14.91,1.07,9.38,269
247390,90.0,81.5,0.877,0.897,89.0,82.0,13.70,2148,47.20,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,30.5,27.5,6.94,4.92,14.91,1.09,9.38,269
247472,90.5,82.0,0.877,0.897,89.0,82.5,13.70,2203,46.83,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,31.5,28.0,6.92,4.85,15.53,1.07,9.38,269
247550,91.0,82.0,0.877,0.897,89.5,82.5,13.70,2250,46.09,14,219,0.892,0.00,0.00,,,122.00,1032,42.00,32.5,29.0,6.84,4.74,15.53,1.07,9.38,269
247632,90.5,82.0,0.870,0.904,88.0,83.0,13.70,2282,45.35,14,219,0.892,0.00,0.00,,,120.20,1032,42.00,33.0,30.0,6.77,4.76,16.16,1.09,9.38,269
247710,90.0,82.0,0.863,0.897,87.0,82.0,13.70,2321,45.35,14,219,0.892,0.00,0.00,,,120.20,1032,42.00,33.5,31.5,6.67,4.68,16.16,1.07,9.38,269
247792,89.0,81.5,0.842,0.890,86.0,82.0,13.70,2367,44.99,14,219,0.892,0.00,0.00,,,120.20,1032,42.00,34.0,33.0,6.54,4.64,16.78,1.09,9.38,269
247870,88.5,81.5,0.849,0.884,84.0,80.5,13.70,2404,44.25,14,219,0.892,0.00,0.00,,,120.20,1032,42.00,35.0,34.0,6.38,4.46,16.78,1.09,9.38,269
247952,88.0,81.5,0.836,0.884,82.5,80.5,13.70,2448,43.51,14,219,0.892,0.00,0.00,,,120.20,1032,42.00,35.5,35.5,6.25,4.50,17.40,1.09,9.38,269
248029,88.0,82.0,0.849,0.897,84.0,82.5,13.70,2479,42.03,13,219,0.892,0.00,0.00,,,120.20,1032,42.00,36.0,37.0,6.21,4.46,17.40,1.05,7.03,269
248111,78.5,73.0,0.849,0.890,76.5,73.0,13.80,2481,28.01,6,219,0.892,0.00,0.00,,,120.20,1032,42.00,35.5,37.0,2.21,2.52,17.40,0.76,0.39,269
248189,82.0,72.0,0.822,0.870,75.5,66.5,13.70,2380,22.11,5,219,0.892,0.00,0.00,,,118.40,1032,42.00,34.5,34.0,2.53,1.43,17.40,0.74,0.00,269
248263,81.0,71.0,0.856,0.911,78.0,72.5,13.70,2273,22.48,5,221,0.892,0.00,0.00,,,120.20,1032,42.00,33.0,32.0,2.71,1.79,17.40,0.70,0.00,269
248341,81.5,72.0,0.945,0.952,87.0,77.0,13.70,2334,21.74,5,219,0.892,0.00,0.00,,,120.20,1032,42.00,32.5,32.5,2.76,1.76,16.78,0.70,0.00,269
248423,83.0,73.5,0.986,0.993,92.0,78.5,13.70,2376,20.63,5,219,0.892,0.00,0.00,,,118.40,1032,42.00,34.0,34.0,2.72,1.79,16.78,0.72,0.00,269
248501,83.0,73.5,1.000,1.000,93.0,82.5,13.70,2343,21.00,5,219,0.892,0.00,0.00,,,118.40,1032,42.00,33.5,33.5,2.72,1.83,16.78,0.72,0.00,269
248582,83.0,73.5,1.014,0.979,94.5,81.5,13.70,2334,20.63,5,219,0.892,0.00,0.00,,,120.20,1032,42.00,33.0,33.0,2.67,1.88,16.16,0.70,0.00,269
248660,83.0,73.0,1.014,0.979,94.5,80.5,13.70,2261,20.63,5,219,0.892,0.00,0.00,,,120.20,1032,42.00,32.5,32.0,2.66,1.83,16.16,0.72,0.00,269
248742,83.5,73.0,1.048,1.027,98.0,84.0,13.70,2269,20.26,5,219,0.892,0.00,0.00,,,120.20,1032,42.00,32.0,31.5,2.68,1.88,16.16,0.72,0.00,269
248820,83.0,72.5,1.068,0.993,99.5,80.5,13.70,2245,20.63,5,219,0.892,0.00,0.00,,,120.20,1032,42.00,32.0,31.0,2.70,1.85,16.16,0.70,0.00,269
248902,82.5,72.5,1.000,0.993,92.5,80.5,13.70,2209,20.63,5,219,0.892,0.00,0.00,,,120.20,1032,42.00,31.5,30.5,2.66,1.91,15.53,0.70,0.00,269
248980,82.0,71.5,1.055,1.007,97.0,80.5,13.70,2190,20.63,5,219,0.892,0.00,0.00,,,122.00,1032,42.00,31.0,30.0,2.66,1.86,15.53,0.72,0.00,269
