RPM,MAP,VE New Rear,VE New Front
1196,33.2,64.5,62.0
1179,39.1,64.5,62.0
1137,34.3,64.5,62.0
1081,36.9,64.5,62.0
1061,37.6,64.5,62.0
1052,36.9,64.5,62.0
1023,39.1,64.5,62.0
1012,39.1,64.5,62.0
1190,33.9,64.5,61.5
1147,33.9,64.5,61.5
1129,34.7,64.5,61.5
1110,35.4,64.5,61.5
1096,35.4,64.5,61.5
1069,37.2,64.5,61.5
1068,36.5,64.5,61.5
1053,37.6,64.5,61.5
1031,38.7,64.5,61.5
1008,38.7,64.5,61.5
1003,40.2,64.5,61.5
987,39.8,64.5,61.5
974,40.6,64.5,61.5
1161,34.7,64.5,61.0
1144,34.3,64.5,61.0
1128,36.1,64.5,61.0
1116,36.1,64.5,61.0
1101,34.3,64.5,61.0
1089,35.8,64.5,61.0
1057,36.9,64.5,61.0
1053,38.3,64.5,61.0
1041,37.2,64.5,61.0
1038,37.6,64.5,61.0
1033,38.0,64.5,61.0
1017,38.0,64.5,61.0
983,39.5,64.5,61.0
1183,34.3,64.5,60.5
1120,36.1,64.5,60.5
1111,36.5,64.5,60.5
1110,34.3,64.5,60.5
1081,36.1,64.5,60.5
1074,36.9,64.5,60.5
1031,38.0,64.5,60.5
1012,37.6,64.5,60.5
1008,37.6,64.5,60.5
965,40.6,64.5,60.5
960,40.2,64.5,60.5
1248,34.3,64.5,60.0
1151,35.0,64.5,60.0
1127,34.7,64.5,60.0
1122,34.3,64.5,60.0
1098,35.0,64.5,60.0
1095,35.8,64.5,60.0
1095,35.4,64.5,60.0
1081,36.1,64.5,60.0
1072,36.9,64.5,60.0
1064,35.4,64.5,60.0
1054,37.6,64.5,60.0
1046,38.3,64.5,60.0
1044,38.7,64.5,60.0
1044,38.0,64.5,60.0
1027,39.1,64.5,60.0
1027,38.7,64.5,60.0
1022,39.8,64.5,60.0
1019,39.5,64.5,60.0
993,40.6,64.5,60.0
988,39.8,64.5,60.0
984,40.9,64.5,60.0
983,39.5,64.5,60.0
1143,36.1,64.5,59.5
1128,34.7,64.5,59.5
1115,35.8,64.5,59.5
1094,34.7,64.5,59.5
1087,34.7,64.5,59.5
1081,36.1,64.5,59.5
1047,40.2,64.5,59.5
1035,38.7,64.5,59.5
1014,38.3,64.5,59.5
1011,38.3,64.5,59.5
1051,37.6,64.5,59.0
1021,40.9,64.5,59.0
942,40.2,64.5,59.0
1155,35.4,64.5,58.5
1116,35.4,64.5,58.5
1079,37.2,64.5,58.5
1073,37.2,64.5,58.5
1026,38.7,64.5,58.5
1024,38.3,64.5,58.0
1002,38.7,64.5,58.0
1092,35.4,64.5,57.0
1043,33.9,64.5,56.5
4252,24.0,64.0,84.0
2138,30.6,64.0,80.0
1753,25.4,64.0,80.0
3481,21.4,64.0,79.5
3333,24.7,64.0,79.0
1782,25.8,64.0,79.0
1670,27.3,64.0,79.0
1496,28.8,64.0,79.0
1778,26.5,64.0,78.5
1759,25.4,64.0,78.5
1699,27.3,64.0,78.5
1680,25.8,64.0,78.5
1588,29.1,64.0,78.5
1821,25.8,64.0,78.0
3761,26.5,64.0,77.5
3093,25.4,64.0,77.5
1695,28.0,64.0,77.5
1674,25.8,64.0,77.5
1764,26.2,64.0,77.0
1737,25.8,64.0,77.0
1736,26.9,64.0,77.0
1715,26.5,64.0,77.0
1678,28.0,64.0,77.0
1655,26.2,64.0,77.0
1594,27.3,64.0,77.0
3178,23.6,64.0,76.5
1714,25.8,64.0,76.5
3439,24.3,64.0,76.0
3294,25.4,64.0,76.0
1753,26.2,64.0,76.0
1720,27.3,64.0,76.0
1144,76.7,64.0,76.0
2306,25.1,64.0,75.0
1733,27.3,64.0,75.0
1665,27.6,64.0,75.0
1497,31.0,64.0,75.0
1149,46.5,64.0,75.0
1854,24.3,64.0,74.5
1848,24.3,64.0,74.5
1794,24.0,64.0,74.5
1722,27.6,64.0,74.5
1682,27.6,64.0,74.5
1675,28.4,64.0,74.5
1670,28.0,64.0,74.5
1668,27.6,64.0,74.5
1601,28.4,64.0,74.5
1824,28.8,64.0,74.0
1795,25.8,64.0,74.0
1791,26.5,64.0,74.0
1771,25.4,64.0,74.0
1763,24.7,64.0,74.0
1742,26.9,64.0,74.0
1619,28.0,64.0,74.0
1810,25.4,64.0,73.5
1786,25.4,64.0,73.5
1776,25.4,64.0,73.5
1769,25.4,64.0,73.5
1763,26.2,64.0,73.5
1588,28.8,64.0,73.5
1533,28.8,64.0,73.5
1490,30.6,64.0,73.5
1675,28.8,64.0,73.0
1656,27.3,64.0,73.0
1648,27.6,64.0,73.0
1627,27.3,64.0,73.0
1616,27.3,64.0,73.0
1523,29.5,64.0,73.0
1695,28.8,64.0,72.5
1786,26.5,64.0,72.0
1662,28.0,64.0,72.0
1506,60.1,64.0,72.0
1414,29.9,64.0,72.0
1569,29.5,64.0,71.5
1505,43.5,64.0,71.5
1510,28.8,64.0,71.0
1471,29.5,64.0,71.0
1404,60.9,64.0,71.0
1542,31.0,64.0,70.5
1465,29.9,64.0,70.5
1305,59.4,64.0,70.5
1817,31.0,64.0,70.0
1732,27.3,64.0,70.0
1724,29.1,64.0,70.0
1666,27.6,64.0,70.0
1567,43.5,64.0,70.0
1419,48.3,64.0,70.0
1328,59.0,64.0,70.0
1930,32.1,64.0,69.5
1846,29.1,64.0,69.5
1831,29.1,64.0,69.5
1730,66.4,64.0,69.5
1723,26.9,64.0,69.5
1668,27.3,64.0,69.5
1596,32.1,64.0,69.5
1524,47.9,64.0,69.5
1430,31.7,64.0,69.5
1072,68.2,64.0,69.5
1795,29.5,64.0,68.5
1705,27.3,64.0,68.5
1432,31.7,64.0,68.5
1406,50.9,64.0,68.5
1204,33.2,64.0,68.5
1572,47.6,64.0,68.0
1482,48.3,64.0,67.5
1455,38.0,64.0,67.5
1718,32.8,64.0,67.0
1434,47.9,64.0,67.0
1403,52.7,64.0,67.0
1978,61.6,64.0,66.5
1572,29.1,64.0,66.5
1461,47.2,64.0,66.5
1354,32.1,64.0,66.5
1398,36.5,64.0,66.0
1067,50.5,64.0,65.5
1409,36.1,64.0,65.0
1395,36.5,64.0,65.0
1386,39.1,64.0,65.0
1380,39.1,64.0,65.0
1436,30.6,64.0,64.5
1411,36.1,64.0,64.5
1378,36.5,64.0,64.5
1052,53.5,64.0,64.5
1483,36.9,64.0,64.0
1428,35.8,64.0,64.0
1418,35.8,64.0,64.0
1417,35.8,64.0,64.0
1413,36.1,64.0,64.0
1035,36.5,64.0,64.0
1010,38.7,64.0,64.0
1479,31.7,64.0,63.5
1210,39.5,64.0,63.5
1185,33.6,64.0,63.5
1597,32.8,64.0,63.0
1478,30.6,64.0,63.0
1404,36.1,64.0,63.0
1381,36.9,64.0,63.0
1338,37.6,64.0,63.0
1293,32.8,64.0,63.0
1044,50.2,64.0,63.0
1009,51.6,64.0,63.0
946,40.9,64.0,63.0
1059,36.9,64.0,62.5
1054,36.1,64.0,62.5
1036,36.5,64.0,62.5
1034,39.1,64.0,62.5
968,41.3,64.0,62.5
1330,32.4,64.0,62.0
1173,33.6,64.0,62.0
1112,35.8,64.0,62.0
1095,36.1,64.0,62.0
1091,35.4,64.0,62.0
1069,36.9,64.0,62.0
1056,38.3,64.0,62.0
1048,36.5,64.0,62.0
1036,38.0,64.0,62.0
1034,38.3,64.0,62.0
937,42.0,64.0,62.0
1423,31.3,64.0,61.5
1212,33.6,64.0,61.5
1201,36.5,64.0,61.5
1179,36.5,64.0,61.5
1159,34.7,64.0,61.5
1145,34.3,64.0,61.5
1115,35.0,64.0,61.5
1110,35.8,64.0,61.5
1060,36.1,64.0,61.5
1059,37.6,64.0,61.5
1045,36.9,64.0,61.5
1042,37.2,64.0,61.5
1036,37.6,64.0,61.5
1032,36.9,64.0,61.5
1010,39.5,64.0,61.5
1006,38.0,64.0,61.5
993,40.6,64.0,61.5
948,41.3,64.0,61.5
940,40.9,64.0,61.5
1095,36.5,64.0,61.0
1057,37.6,64.0,61.0
1056,37.6,64.0,61.0
1056,37.2,64.0,61.0
1044,39.5,64.0,61.0
1006,40.2,64.0,61.0
998,40.9,64.0,61.0
971,38.3,64.0,61.0
966,40.6,64.0,61.0
1172,33.2,64.0,60.5
1128,33.9,64.0,60.5
1097,36.1,64.0,60.5
1078,36.1,64.0,60.5
1058,38.3,64.0,60.5
1053,37.2,64.0,60.5
1037,38.0,64.0,60.5
1022,37.2,64.0,60.5
955,42.4,64.0,60.5
950,42.0,64.0,60.5
1155,33.9,64.0,60.0
1152,36.1,64.0,60.0
1144,35.0,64.0,60.0
1127,34.3,64.0,60.0
1126,35.4,64.0,60.0
1107,35.8,64.0,60.0
1099,35.4,64.0,60.0
1091,35.0,64.0,60.0
1088,37.2,64.0,60.0
1083,35.4,64.0,60.0
1075,38.3,64.0,60.0
1066,36.9,64.0,60.0
1058,37.6,64.0,60.0
1047,35.0,64.0,60.0
1045,38.3,64.0,60.0
1036,38.0,64.0,60.0
1033,38.3,64.0,60.0
1014,39.5,64.0,60.0
988,40.9,64.0,60.0
966,40.2,64.0,60.0
1109,35.4,64.0,59.5
1054,36.1,64.0,59.5
1052,37.6,64.0,59.5
1033,39.1,64.0,59.5
1003,38.0,64.0,59.5
1000,39.5,64.0,59.5
951,40.6,64.0,59.5
1153,34.7,64.0,59.0
1136,34.3,64.0,59.0
1134,35.8,64.0,59.0
1131,35.4,64.0,59.0
1118,34.7,64.0,59.0
1108,35.0,64.0,59.0
1028,39.5,64.0,59.0
1019,36.9,64.0,59.0
955,40.6,64.0,59.0
1116,35.8,64.0,58.5
1009,39.8,64.0,58.5
981,38.7,64.0,58.5
979,40.9,64.0,58.5
4319,23.6,63.5,84.5
2428,22.9,63.5,83.5
1813,24.7,63.5,81.5
3402,27.3,63.5,81.0
1732,25.4,63.5,79.5
3355,25.8,63.5,78.0
3404,25.8,63.5,77.5
1702,27.3,63.5,77.5
1689,28.0,63.5,77.5
1787,26.9,63.5,77.0
1670,28.0,63.5,77.0
1657,27.6,63.5,77.0
1641,27.6,63.5,77.0
1633,28.8,63.5,77.0
3261,24.7,63.5,76.5
3104,25.1,63.5,76.5
1754,26.9,63.5,76.5
1736,26.2,63.5,76.5
1725,27.6,63.5,76.5
3365,25.8,63.5,76.0
3288,28.4,63.5,76.0
1698,27.6,63.5,76.0
1654,28.8,63.5,76.0
1653,28.8,63.5,76.0
1641,28.0,63.5,76.0
1624,28.4,63.5,76.0
3353,28.8,63.5,75.0
1729,26.9,63.5,75.0
1679,28.4,63.5,75.0
1635,29.1,63.5,75.0
1619,28.0,63.5,75.0
1660,26.9,63.5,74.5
1648,28.4,63.5,74.5
1642,28.0,63.5,74.5
3494,24.7,63.5,74.0
1863,23.6,63.5,74.0
1761,26.9,63.5,74.0
1757,24.7,63.5,74.0
1819,25.4,63.5,73.5
1759,25.8,63.5,73.5
1680,28.4,63.5,73.5
1823,24.7,63.5,73.0
1814,25.4,63.5,73.0
1793,24.3,63.5,73.0
1769,25.8,63.5,73.0
1766,25.1,63.5,73.0
1756,25.4,63.5,73.0
1741,25.8,63.5,73.0
1732,25.1,63.5,73.0
1730,24.7,63.5,73.0
1779,25.1,63.5,72.5
1628,26.9,63.5,72.5
1694,27.3,63.5,72.0
1675,27.6,63.5,72.0
1635,28.8,63.5,71.5
1593,29.9,63.5,71.5
1579,28.8,63.5,71.5
1468,29.5,63.5,71.5
3164,24.7,63.5,71.0
2151,29.1,63.5,71.0
1745,29.1,63.5,71.0
1683,28.0,63.5,71.0
1643,27.6,63.5,71.0
1559,28.8,63.5,71.0
1819,28.0,63.5,70.5
1667,27.6,63.5,70.5
1624,29.9,63.5,70.5
1470,31.3,63.5,70.5
1219,59.4,63.5,70.5
1718,27.6,63.5,70.0
1626,27.6,63.5,70.0
1493,30.2,63.5,70.0
1996,29.5,63.5,69.5
1624,29.9,63.5,69.5
1542,28.8,63.5,69.5
1399,81.9,63.5,69.0
1651,28.8,63.5,68.5
1505,44.3,63.5,68.5
1799,26.9,63.5,68.0
1668,27.6,63.5,68.0
1745,31.7,63.5,67.5
1508,29.9,63.5,67.5
1280,57.5,63.5,67.5
1716,28.0,63.5,67.0
1548,38.0,63.5,67.0
1527,35.4,63.5,66.5
1401,47.9,63.5,66.5
1397,31.0,63.5,66.5
1394,45.7,63.5,66.5
1307,53.8,63.5,66.5
1441,31.3,63.5,66.0
1384,44.6,63.5,66.0
1760,28.0,63.5,65.5
1655,28.4,63.5,65.5
1427,40.9,63.5,65.5
1386,42.0,63.5,65.5
1107,56.8,63.5,65.5
941,62.7,63.5,65.5
1435,37.6,63.5,65.0
1345,43.5,63.5,65.0
1616,33.9,63.5,64.5
1497,32.1,63.5,64.5
1395,43.1,63.5,64.5
1147,52.4,63.5,64.5
1019,37.6,63.5,64.5
1017,38.0,63.5,64.5
1434,34.3,63.5,64.0
1426,38.7,63.5,64.0
1411,35.8,63.5,64.0
1405,39.1,63.5,64.0
1397,36.5,63.5,64.0
1374,39.1,63.5,64.0
1363,39.5,63.5,64.0
1251,39.8,63.5,64.0
1069,46.5,63.5,64.0
1432,36.1,63.5,63.5
1407,36.1,63.5,63.5
1321,38.0,63.5,63.5
1270,39.1,63.5,63.5
1122,44.6,63.5,63.5
1030,52.0,63.5,63.5
1520,29.9,63.5,63.0
1404,36.1,63.5,63.0
1399,36.5,63.5,63.0
1394,35.4,63.5,63.0
1361,39.1,63.5,63.0
1032,38.3,63.5,63.0
993,39.5,63.5,63.0
1176,32.8,63.5,62.5
1172,33.6,63.5,62.5
1055,37.6,63.5,62.5
1033,36.9,63.5,62.5
1016,37.6,63.5,62.5
933,41.7,63.5,62.5
1815,24.7,63.5,62.0
1505,36.1,63.5,62.0
1327,32.4,63.5,62.0
1155,33.9,63.5,62.0
1093,35.4,63.5,62.0
1080,38.0,63.5,62.0
1074,36.5,63.5,62.0
1073,36.1,63.5,62.0
1033,38.3,63.5,62.0
1028,36.9,63.5,62.0
1008,39.5,63.5,62.0
1004,39.5,63.5,62.0
985,40.9,63.5,62.0
952,40.9,63.5,62.0
949,42.0,63.5,62.0
1403,38.7,63.5,61.5
1344,38.0,63.5,61.5
1339,32.4,63.5,61.5
1202,40.6,63.5,61.5
1124,35.0,63.5,61.5
1103,36.1,63.5,61.5
1098,34.3,63.5,61.5
1089,35.8,63.5,61.5
1082,35.4,63.5,61.5
1077,35.8,63.5,61.5
1061,37.2,63.5,61.5
1048,36.9,63.5,61.5
1041,38.0,63.5,61.5
1038,38.0,63.5,61.5
1037,38.7,63.5,61.5
1036,36.1,63.5,61.5
958,40.9,63.5,61.5
1180,36.5,63.5,61.0
1109,35.0,63.5,61.0
1100,36.9,63.5,61.0
1085,35.8,63.5,61.0
1068,37.2,63.5,61.0
1068,35.8,63.5,61.0
1055,35.4,63.5,61.0
1049,38.0,63.5,61.0
1042,36.1,63.5,61.0
1016,38.3,63.5,61.0
1009,40.9,63.5,61.0
1008,38.3,63.5,61.0
1006,39.5,63.5,61.0
993,40.2,63.5,61.0
1432,64.2,63.5,60.5
1166,33.6,63.5,60.5
1165,34.7,63.5,60.5
1156,35.0,63.5,60.5
1096,35.0,63.5,60.5
1094,35.0,63.5,60.5
1085,35.8,63.5,60.5
1062,36.5,63.5,60.5
1060,38.0,63.5,60.5
1060,36.5,63.5,60.5
1058,38.0,63.5,60.5
1056,37.2,63.5,60.5
1054,38.7,63.5,60.5
1049,36.5,63.5,60.5
1047,38.3,63.5,60.5
1046,37.6,63.5,60.5
1043,37.6,63.5,60.5
1043,36.1,63.5,60.5
1036,37.2,63.5,60.5
1035,36.5,63.5,60.5
1025,36.9,63.5,60.5
1024,38.3,63.5,60.5
1001,40.6,63.5,60.5
1141,35.0,63.5,60.0
1132,34.7,63.5,60.0
1131,33.6,63.5,60.0
1122,35.8,63.5,60.0
1092,36.1,63.5,60.0
1078,35.0,63.5,60.0
1077,35.4,63.5,60.0
1075,37.6,63.5,60.0
1075,35.4,63.5,60.0
1067,37.2,63.5,60.0
1060,37.2,63.5,60.0
1047,36.1,63.5,60.0
1045,36.9,63.5,60.0
1038,37.2,63.5,60.0
1037,39.5,63.5,60.0
1035,38.7,63.5,60.0
1032,37.6,63.5,60.0
1028,38.0,63.5,60.0
1023,39.5,63.5,60.0
1022,38.3,63.5,60.0
1020,38.0,63.5,60.0
1010,40.2,63.5,60.0
1007,39.5,63.5,60.0
980,41.7,63.5,60.0
1493,30.2,63.5,59.5
1151,35.0,63.5,59.5
1130,36.1,63.5,59.5
1118,35.0,63.5,59.5
1093,35.0,63.5,59.5
1052,35.8,63.5,59.5
1048,38.7,63.5,59.5
1042,37.6,63.5,59.5
1035,39.1,63.5,59.5
1032,37.2,63.5,59.5
1031,37.6,63.5,59.5
1029,39.5,63.5,59.5
1026,39.8,63.5,59.5
1026,39.5,63.5,59.5
1024,39.1,63.5,59.5
1017,38.7,63.5,59.5
1008,38.7,63.5,59.5
992,39.1,63.5,59.5
1200,33.2,63.5,59.0
1158,34.7,63.5,59.0
1152,35.8,63.5,59.0
1139,33.6,63.5,59.0
1136,33.9,63.5,59.0
1135,35.0,63.5,59.0
1108,34.7,63.5,59.0
1080,37.2,63.5,59.0
1066,37.2,63.5,59.0
1063,36.5,63.5,59.0
1060,37.6,63.5,59.0
1060,36.9,63.5,59.0
1057,36.9,63.5,59.0
1055,37.2,63.5,59.0
1051,37.6,63.5,59.0
1041,38.0,63.5,59.0
1029,39.1,63.5,59.0
1026,39.5,63.5,59.0
1006,38.0,63.5,59.0
995,39.8,63.5,59.0
991,39.5,63.5,59.0
987,40.2,63.5,59.0
980,39.5,63.5,59.0
1163,34.7,63.5,58.5
1082,36.5,63.5,58.5
1076,35.0,63.5,58.5
1065,36.5,63.5,58.5
1033,37.2,63.5,58.5
984,38.3,63.5,58.5
1117,35.4,63.5,58.0
991,37.2,63.5,57.5
3360,24.7,63.0,85.5
2103,26.2,63.0,79.5
1804,29.1,63.0,79.0
3554,27.3,63.0,78.5
1799,25.1,63.0,78.0
1663,26.5,63.0,78.0
1602,28.4,63.0,77.5
3527,24.3,63.0,77.0
1621,27.3,63.0,77.0
1720,26.5,63.0,76.5
1815,29.5,63.0,76.0
1757,26.9,63.0,76.0
1678,27.3,63.0,76.0
1284,77.5,63.0,76.0
3588,26.5,63.0,75.0
3581,26.5,63.0,75.0
1589,29.1,63.0,75.0
1575,28.0,63.0,75.0
1694,28.0,63.0,74.5
1743,26.5,63.0,74.0
1680,28.0,63.0,74.0
1611,27.6,63.0,74.0
1595,28.0,63.0,74.0
3449,24.3,63.0,73.5
1687,28.4,63.0,73.5
1745,25.8,63.0,73.0
1601,28.0,63.0,73.0
1521,29.9,63.0,73.0
1977,23.2,63.0,72.5
1808,26.2,63.0,72.5
1764,25.8,63.0,72.5
1750,25.4,63.0,72.5
1719,26.2,63.0,72.5
1710,25.8,63.0,72.5
1650,28.0,63.0,72.5
1613,28.0,63.0,72.5
1609,29.5,63.0,72.5
1564,29.9,63.0,72.0
1551,30.2,63.0,72.0
1460,31.0,63.0,72.0
1737,26.2,63.0,71.5
1725,27.3,63.0,71.5
1551,28.0,63.0,71.5
1541,30.2,63.0,71.5
1450,29.9,63.0,71.5
1686,28.0,63.0,71.0
1635,28.8,63.0,71.0
1555,28.8,63.0,71.0
1459,60.5,63.0,71.0
1183,69.7,63.0,71.0
1562,29.5,63.0,70.5
1453,30.2,63.0,70.5
1421,60.5,63.0,70.5
1416,31.3,63.0,70.5
1374,32.8,63.0,70.5
1163,59.0,63.0,70.5
2207,21.4,63.0,70.0
1797,45.4,63.0,70.0
1625,28.8,63.0,70.0
1564,29.5,63.0,70.0
1608,29.1,63.0,69.5
1377,32.1,63.0,69.5
944,65.3,63.0,69.5
1632,29.1,63.0,69.0
1444,29.5,63.0,69.0
1418,30.6,63.0,69.0
1361,30.6,63.0,69.0
1089,70.5,63.0,69.0
1819,30.2,63.0,68.5
1375,31.0,63.0,68.5
1198,44.6,63.0,68.5
1765,30.2,63.0,68.0
1714,26.9,63.0,68.0
1587,28.8,63.0,68.0
1562,28.8,63.0,68.0
1530,30.2,63.0,68.0
1477,29.1,63.0,68.0
1437,31.0,63.0,68.0
1375,60.1,63.0,68.0
1093,63.4,63.0,68.0
1803,31.3,63.0,67.5
1719,28.0,63.0,67.5
1527,29.9,63.0,67.5
1386,30.6,63.0,67.5
1230,52.0,63.0,67.5
1802,33.2,63.0,67.0
1618,31.7,63.0,67.0
1652,28.4,63.0,66.5
1523,40.2,63.0,66.5
1376,47.9,63.0,66.5
1312,32.1,63.0,66.5
1362,44.6,63.0,66.0
1378,36.9,63.0,65.5
1314,32.8,63.0,65.5
1522,45.0,63.0,65.0
1416,39.8,63.0,65.0
1413,39.8,63.0,65.0
1390,36.5,63.0,65.0
1153,54.2,63.0,65.0
1633,29.1,63.0,64.5
1432,45.7,63.0,64.5
1431,38.7,63.0,64.5
1415,39.1,63.0,64.5
1402,36.5,63.0,64.5
1395,36.5,63.0,64.5
1390,36.5,63.0,64.5
1379,41.3,63.0,64.5
1347,42.4,63.0,64.5
1415,39.8,63.0,64.0
1397,36.5,63.0,64.0
1276,39.1,63.0,64.0
1248,39.8,63.0,64.0
1156,33.6,63.0,64.0
1064,44.3,63.0,64.0
916,44.6,63.0,64.0
1411,38.7,63.0,63.5
1411,36.1,63.0,63.5
1375,36.9,63.0,63.5
1365,39.1,63.0,63.5
1360,39.1,63.0,63.5
1337,38.0,63.0,63.5
1330,38.0,63.0,63.5
1295,38.7,63.0,63.5
1138,57.2,63.0,63.5
1092,45.4,63.0,63.5
1062,36.5,63.0,63.5
1031,37.2,63.0,63.5
1333,37.6,63.0,63.0
1326,38.0,63.0,63.0
1270,39.1,63.0,63.0
1236,39.8,63.0,63.0
1093,54.2,63.0,63.0
1043,37.6,63.0,63.0
1014,39.5,63.0,63.0
1000,38.7,63.0,63.0
985,39.1,63.0,63.0
1052,37.2,63.0,62.5
1047,38.0,63.0,62.5
1028,37.6,63.0,62.5
1027,38.3,63.0,62.5
1019,39.5,63.0,62.5
976,40.2,63.0,62.5
1451,31.0,63.0,62.0
1264,39.8,63.0,62.0
1227,35.0,63.0,62.0
1177,43.9,63.0,62.0
1079,36.5,63.0,62.0
1060,36.9,63.0,62.0
1059,38.0,63.0,62.0
1056,37.2,63.0,62.0
1033,37.6,63.0,62.0
1028,39.1,63.0,62.0
1018,37.6,63.0,62.0
992,39.5,63.0,62.0
990,37.2,63.0,62.0
975,40.6,63.0,62.0
939,40.9,63.0,62.0
1485,30.6,63.0,61.5
1398,42.4,63.0,61.5
1272,41.3,63.0,61.5
1235,35.0,63.0,61.5
1149,34.7,63.0,61.5
1092,35.8,63.0,61.5
1088,35.4,63.0,61.5
1084,35.0,63.0,61.5
1078,36.9,63.0,61.5
1077,37.2,63.0,61.5
1063,38.0,63.0,61.5
1062,36.5,63.0,61.5
1061,36.5,63.0,61.5
1051,36.9,63.0,61.5
1051,36.9,63.0,61.5
1046,37.2,63.0,61.5
1045,38.3,63.0,61.5
1045,37.2,63.0,61.5
1044,37.2,63.0,61.5
1037,39.8,63.0,61.5
1037,38.7,63.0,61.5
1035,38.0,63.0,61.5
1031,38.0,63.0,61.5
1030,38.0,63.0,61.5
1020,39.5,63.0,61.5
1020,38.0,63.0,61.5
1018,38.3,63.0,61.5
1017,38.7,63.0,61.5
1010,39.5,63.0,61.5
1009,39.8,63.0,61.5
988,39.5,63.0,61.5
982,38.3,63.0,61.5
953,40.6,63.0,61.5
1191,37.6,63.0,61.0
1137,33.9,63.0,61.0
1123,35.4,63.0,61.0
1119,35.8,63.0,61.0
1116,35.8,63.0,61.0
1115,36.1,63.0,61.0
1106,35.0,63.0,61.0
1105,36.1,63.0,61.0
1094,34.7,63.0,61.0
1093,35.4,63.0,61.0
1088,35.8,63.0,61.0
1085,36.9,63.0,61.0
1085,36.5,63.0,61.0
1080,35.8,63.0,61.0
1076,35.8,63.0,61.0
1075,35.4,63.0,61.0
1074,36.1,63.0,61.0
1067,36.9,63.0,61.0
1066,37.6,63.0,61.0
1061,37.2,63.0,61.0
1060,38.0,63.0,61.0
1060,36.9,63.0,61.0
1055,36.9,63.0,61.0
1045,38.0,63.0,61.0
1045,37.2,63.0,61.0
1042,38.0,63.0,61.0
1039,38.7,63.0,61.0
1039,38.3,63.0,61.0
1039,38.0,63.0,61.0
1039,37.6,63.0,61.0
1038,38.0,63.0,61.0
1035,37.6,63.0,61.0
1031,38.7,63.0,61.0
1021,39.8,63.0,61.0
1021,38.3,63.0,61.0
1020,37.6,63.0,61.0
1013,38.3,63.0,61.0
1011,39.8,63.0,61.0
996,36.9,63.0,61.0
987,39.1,63.0,61.0
986,38.7,63.0,61.0
933,42.4,63.0,61.0
1143,34.3,63.0,60.5
1135,33.9,63.0,60.5
1132,34.3,63.0,60.5
1116,35.0,63.0,60.5
1103,35.0,63.0,60.5
1094,35.4,63.0,60.5
1091,35.8,63.0,60.5
1087,36.5,63.0,60.5
1078,35.8,63.0,60.5
1061,38.0,63.0,60.5
1061,37.2,63.0,60.5
1060,36.1,63.0,60.5
1058,37.2,63.0,60.5
1054,36.5,63.0,60.5
1052,38.3,63.0,60.5
1052,36.9,63.0,60.5
1037,36.1,63.0,60.5
1036,38.3,63.0,60.5
1035,37.6,63.0,60.5
1035,36.9,63.0,60.5
1034,37.2,63.0,60.5
1033,38.3,63.0,60.5
1030,38.0,63.0,60.5
1030,37.6,63.0,60.5
1030,37.2,63.0,60.5
1027,38.0,63.0,60.5
1024,38.3,63.0,60.5
1023,37.6,63.0,60.5
1018,40.2,63.0,60.5
1004,37.6,63.0,60.5
978,40.2,63.0,60.5
946,40.9,63.0,60.5
1286,34.3,63.0,60.0
1166,36.5,63.0,60.0
1148,35.4,63.0,60.0
1126,35.4,63.0,60.0
1116,35.8,63.0,60.0
1101,35.8,63.0,60.0
1097,35.4,63.0,60.0
1095,36.9,63.0,60.0
1088,36.9,63.0,60.0
1081,35.4,63.0,60.0
1081,35.0,63.0,60.0
1074,36.1,63.0,60.0
1070,38.3,63.0,60.0
1070,37.6,63.0,60.0
1069,35.8,63.0,60.0
1066,36.9,63.0,60.0
1065,36.5,63.0,60.0
1065,36.1,63.0,60.0
1064,36.5,63.0,60.0
1064,36.1,63.0,60.0
1059,38.0,63.0,60.0
1055,36.9,63.0,60.0
1053,36.1,63.0,60.0
1051,37.2,63.0,60.0
1050,38.3,63.0,60.0
1050,37.2,63.0,60.0
1047,37.2,63.0,60.0
1045,37.6,63.0,60.0
1044,38.3,63.0,60.0
1044,37.6,63.0,60.0
1044,35.4,63.0,60.0
1042,37.2,63.0,60.0
1039,37.2,63.0,60.0
1036,37.6,63.0,60.0
1032,38.0,63.0,60.0
1028,38.3,63.0,60.0
1027,39.5,63.0,60.0
1021,36.5,63.0,60.0
1018,38.3,63.0,60.0
1017,39.1,63.0,60.0
1154,35.0,63.0,59.5
1147,34.7,63.0,59.5
1133,35.8,63.0,59.5
1127,36.1,63.0,59.5
1124,35.8,63.0,59.5
1120,35.4,63.0,59.5
1104,34.7,63.0,59.5
1095,38.3,63.0,59.5
1091,37.2,63.0,59.5
1087,37.2,63.0,59.5
1086,35.4,63.0,59.5
1085,36.5,63.0,59.5
1081,37.2,63.0,59.5
1073,36.9,63.0,59.5
1064,36.1,63.0,59.5
1060,37.2,63.0,59.5
1055,37.2,63.0,59.5
1050,36.5,63.0,59.5
1050,35.8,63.0,59.5
1047,38.0,63.0,59.5
1046,35.8,63.0,59.5
1040,37.6,63.0,59.5
1036,39.1,63.0,59.5
1035,39.1,63.0,59.5
1032,38.0,63.0,59.5
1030,35.8,63.0,59.5
1016,38.3,63.0,59.5
1015,37.6,63.0,59.5
1013,38.3,63.0,59.5
1011,39.5,63.0,59.5
974,39.8,63.0,59.5
1125,33.9,63.0,59.0
