Time,WBO2 F,WBO2 R,ET,WBO2 F,WBO2 R,MAP,B+,RPM,TP,Set Lambda,Spark Knock F,Spark Knock R,VE Front,VE Rear ,Lambda1,Lambda2,IAT,Idle Set,IAC,Advance F,Advance R,INJ PW F,INJ PW R,VSS,TP Sensor,Twist Pos,SWL(hex)
1225030,0.945,0.856,221,13.8,12.5,33.18,13.9,2248,10,0.955,0,0,82.5,93,,,120.2,1048,38,33,30,4.1,3.68,15.53,0.94,5.86,269
1225108,0.945,0.849,221,13.8,12.4,33.18,13.9,2251,10,0.955,0,0,82.5,93,,,120.2,1048,38,33,30,4.1,3.69,15.53,0.94,5.86,269
1225190,0.925,0.842,221,13.5,12.3,30.96,13.9,2261,7,0.952,0,0,81,92,,,118.4,1048,38,33,30,3.56,1.56,16.16,0.84,2.34,269
1225268,0.925,0.884,221,13.5,12.9,21.37,13.9,2200,5,0.979,0,0,72,83.5,,,116.6,1048,38,32,30.5,1.68,1.56,15.53,0.74,0,269
1225337,0.925,0.925,221,13.5,13.5,21.37,13.9,2116,5,0.979,0,0,69,80,,,116.6,1048,38,29.5,29,1.8,1.83,15.53,0.72,0,269
1225427,0.938,0.973,221,13.7,14.2,21.37,13.9,2106,5,0.979,0,0,69,79.5,,,116.6,1048,38,29.5,29,2.03,1.94,15.53,0.72,0,269
1225509,0.938,0.938,221,13.7,13.7,20.26,13.9,2184,5,0.979,0,0,70,80,,,116.6,1048,38,30.5,30,1.98,1.96,15.53,0.72,0,269
1225608,0.959,0.966,221,14,14.1,19.89,13.9,2157,4,0.979,0,0,69.5,79.5,,,116.6,1048,38,30.5,29.5,1.98,1.95,15.53,0.7,0,269
1225689,0.966,0.973,221,14.1,14.2,19.89,13.9,2127,4,0.979,0,0,68,78,,,114.8,1048,38,30,29.5,1.9,1.92,14.91,0.7,0,269
1225767,0.966,0.945,221,14.1,13.8,19.89,13.9,2097,4,0.979,0,0,67,77,,,114.8,1048,38,29.5,29,1.87,1.91,14.91,0.7,0,269
1225849,0.973,0.952,221,14.2,13.9,19.89,13.9,2086,4,0.979,0,0,67,77,,,114.8,1048,38,29.5,29,1.89,1.92,14.91,0.7,0,269
1225940,0.986,0.959,221,14.4,14,20.26,13.9,2056,4,0.979,0,0,65.5,76,,,116.6,1048,38,28.5,28,1.88,1.91,14.29,0.7,0,269
1226029,0.986,0.986,221,14.4,14.4,19.89,13.9,2040,4,0.979,0,0,65.5,75.5,,,116.6,1048,38,28.5,28,1.84,1.9,14.29,0.7,0,269
1226107,1.014,0.911,221,14.8,13.3,20.26,13.9,1988,4,0.94,0,0,63.5,74,,,116.6,1048,38,28,27,1.88,1.98,14.29,0.7,0,269
1226190,1.021,1.007,221,14.9,14.7,20.63,13.9,1978,4,0.94,0,0,65,75.5,,,116.6,1048,38,27.5,27,1.98,2.07,13.67,0.7,0,269
1226268,1.068,0.993,221,15.6,14.5,21,13.9,1975,4,0.94,0,0,65.5,76,,,116.6,1048,38,27.5,27,2.02,2.12,13.67,0.7,0,269
1226350,1,0.959,221,14.6,14,21.37,13.9,1919,4,0.94,0,0,67.5,78.5,,,116.6,1048,38,27,26,2.14,2.23,13.67,0.7,0,269
1226428,1.075,0.993,221,15.7,14.5,21.74,13.9,1925,4,0.941,0,0,69,79.5,,,116.6,1048,38,26.5,26,2.22,2.29,13.67,0.7,0,269
1226501,1.021,0.973,221,14.9,14.2,21,13.9,1889,4,0.94,0,0,68.5,79,,,116.6,1048,38,26.5,25.5,2.11,2.28,13.67,0.68,0,269
1226579,1.034,0.993,221,15.1,14.5,22.85,13.9,1817,4,0.941,0,0,71.5,82,,,118.4,1048,38,25,24.5,2.42,2.46,13.05,0.7,0,269
1226661,1.027,0.986,221,15,14.4,23.22,13.8,1771,4,0.943,0,0,72,83.5,,,118.4,1048,38,25,24,2.49,2.52,13.05,0.7,0,269
1226739,1.075,0.986,221,15.7,14.4,25.43,13.9,1707,4,0.945,0,0,72,83.5,,,118.4,1048,38,24,23,2.7,2.77,13.05,0.68,0,269
1226821,0.993,0.945,221,14.5,13.8,25.43,13.9,1649,4,0.946,0,0,72,83.5,,,118.4,1048,38,23.5,22.5,2.73,2.76,13.05,0.68,0,269
1226899,0.979,0.945,221,14.3,13.8,27.64,13.9,1583,4,0.948,0,0,74,83,,,118.4,1048,38,22.5,22.5,3.04,3.02,13.05,0.7,0,269
1226981,0.959,0.959,221,14,14,27.27,13.9,1557,4,0.948,0,0,74,83.5,,,118.4,1048,38,22,22,3.01,3.03,13.05,0.68,0,269
1227059,0.959,0.966,221,14,14.1,29.12,13.9,1496,4,0.95,0,0,75,82.5,,,118.4,1048,38,21,22,3.24,3.16,12.43,0.7,0,269
1227140,0.979,0.952,221,14.3,13.9,28.75,13.9,1477,4,0.95,0,0,74.5,82,,,118.4,1048,38,21,21.5,3.19,3.16,12.43,0.7,0,269
1227218,0.952,0.897,221,13.9,13.1,26.9,13.9,1526,4,0.979,0,0,74,83.5,,,118.4,1048,38,21.5,22,2.87,2.92,12.43,0.7,0,269
1227308,0.966,0.911,221,14.1,13.3,28.75,13.9,1534,4,0.95,0,0,75,83,,,120.2,1048,38,21.5,22,3.08,3.13,11.81,0.7,0,269
1227411,0.959,0.911,221,14,13.3,25.8,13.8,1668,4,0.979,0,0,72,83.5,,,120.2,1048,38,23,22.5,2.66,2.75,11.81,0.7,0,269
1227489,0.918,0.884,221,13.4,12.9,26.54,13.9,1640,4,0.946,0,0,73,83.5,,,120.2,1048,38,23,22.5,2.86,2.94,11.81,0.7,0,269
1227579,0.952,0.904,221,13.9,13.2,28.01,13.9,1610,4,0.948,0,0,74,83,,,120.2,1048,38,22.5,22.5,3.07,2.99,11.18,0.7,0,269
1227661,0.952,0.904,221,13.9,13.2,26.54,13.9,1614,4,0.946,0,0,73,83.5,,,120.2,1048,38,22.5,22.5,2.88,3.02,11.18,0.7,0,269
1227738,0.938,0.884,221,13.7,12.9,28.01,13.9,1548,4,0.948,0,0,74,83,,,120.2,1048,38,22,22,3.05,2.99,11.18,0.7,0,269
1227820,0.911,0.911,221,13.3,13.3,28.38,13.9,1532,4,0.948,0,0,75,83,,,120.2,1048,38,21.5,22,3.15,3.12,10.56,0.7,0.39,269
1227898,0.89,0.89,221,13,13,27.64,13.9,1535,4,0.948,0,0,74,83,,,120.2,1048,38,21.5,22,3.03,3.04,10.56,0.7,0,269
1227980,0.884,0.87,221,12.9,12.7,29.12,13.8,1499,4,0.95,0,0,75.5,82.5,,,120.2,1048,38,21,22,3.28,3.19,10.56,0.7,0,269
1228070,0.897,0.87,221,13.1,12.7,28.38,13.8,1495,4,0.979,0,0,75,83,,,120.2,1048,38,21,22,3.15,3,10.56,0.7,0,269
1228148,0.877,0.856,221,12.8,12.5,28.01,13.8,1473,4,0.948,0,0,75,83,,,120.2,1048,38,21,21.5,3.02,3.13,10.56,0.7,0,269
1228230,0.877,0.877,221,12.8,12.8,29.49,13.9,1409,4,0.952,0,0,74,81.5,,,120.2,1048,38,20.5,21,3.22,3.16,10.56,0.7,0,269
1228308,0.877,0.87,221,12.8,12.7,28.38,13.8,1358,4,0.952,0,0,73,81,,,120.2,1048,38,20,21,3.08,3.09,9.94,0.7,0.39,269
1228410,0.863,0.863,221,12.6,12.6,58.27,13.8,1327,10,0.958,0,1,81.5,82,,,122,1048,38,16,18,8.8,9.34,9.94,0.96,8.2,269
1228500,0.877,0.842,221,12.8,12.3,29.12,13.8,1241,4,0.953,0,0,71,79.5,,,122,1048,38,17.5,20,1.99,1.5,9.94,0.68,0,269
1228578,0.856,0.877,221,12.5,12.8,30.96,13.8,1251,4,0.955,0,0,70,78,,,120.2,1048,38,17.5,20,2.77,2.55,9.94,0.7,0,269
1228660,0.836,0.904,221,12.2,13.2,31.33,13.8,1241,4,0.955,0,0,70,78,,,120.2,1048,38,19.5,20,2.82,2.94,9.94,0.7,3.52,269
1228750,0.795,0.795,221,11.6,11.6,68.23,13.8,1261,13,0.979,0,1,81,78,,,120.2,1048,38,13.5,16,10.47,8.79,9.94,1.05,10.55,269
1228848,0.781,0.795,221,11.4,11.6,39.08,13.8,1196,6,0.955,0,0,68.5,80.5,,,120.2,1048,38,20,17.5,3.11,7.48,9.94,0.78,1.56,269
1228939,0.795,0.76,221,11.6,11.1,36.13,13.9,1403,5,0.958,0,0,74,76,,,120.2,1048,38,20.5,20,3.57,3.72,9.94,0.76,1.56,269
1229020,0.836,0.808,221,12.2,11.8,35.02,13.8,1437,5,0.958,0,0,74,80,,,120.2,1048,38,20.5,20,3.6,3.38,9.94,0.76,1.17,269
1229098,0.801,0.801,221,11.7,11.7,35.02,13.8,1442,5,0.957,0,0,74,80,,,120.2,1048,38,20.5,20.5,3.72,3.39,9.32,0.78,1.17,269
1229180,0.774,0.781,221,11.3,11.4,33.92,13.9,1508,5,0.955,0,0,75.5,81,,,120.2,1048,38,21,21,3.73,3.36,9.94,0.76,1.56,269
1229258,0.801,0.767,221,11.7,11.2,33.55,13.8,1512,6,0.955,0,0,75.5,81.5,,,120.2,1048,38,21,21,3.7,3.45,9.94,0.78,2.73,269
1229340,0.808,0.788,221,11.8,11.5,34.65,13.8,1512,6,0.957,0,0,75.5,81.5,,,118.4,1048,38,21,21,3.85,3.56,9.94,0.8,2.73,269
1229418,0.829,0.795,221,12.1,11.6,35.39,13.9,1502,7,0.958,0,0,76,81.5,,,118.4,1048,38,21,21,3.99,3.63,9.94,0.8,3.52,269
1229500,0.829,0.808,221,12.1,11.8,37.24,13.9,1504,7,0.958,0,0,78.5,81.5,,,118.4,1048,38,21,20.5,4.43,3.77,9.94,0.82,3.52,269
1229578,0.842,0.815,221,12.3,11.9,38.34,13.9,1506,7,0.958,0,0,80.5,82,,,118.4,1048,38,21,20.5,4.8,3.98,9.94,0.82,3.52,269
1229651,0.856,0.815,221,12.5,11.9,39.45,13.9,1496,7,0.958,0,0,83,82,,,118.4,1048,38,21,20.5,5.16,4.13,9.94,0.84,3.91,269
1229729,0.856,0.822,221,12.5,12,42.4,13.9,1475,9,0.958,0,0,80.5,82,,,118.4,1048,38,20,20,5.67,4.49,9.94,0.88,5.08,269
1229811,0.849,0.822,221,12.4,12,46.46,13.9,1497,9,0.958,0,0,81.5,83.5,,,118.4,1048,38,19.5,20,6.06,5.21,10.56,0.92,5.47,269
1229889,0.849,0.822,221,12.4,12,47.94,13.9,1543,10,0.958,0,0,83.5,85,,,118.4,1048,38,19.5,20,6.2,5.34,10.56,0.94,5.47,269
1229971,0.842,0.801,221,12.3,11.7,47.2,13.8,1613,10,0.958,0,0,84.5,87,,,118.4,1048,38,21,21,6.2,5.11,10.56,0.92,5.47,269
1230049,0.842,0.795,221,12.3,11.6,44.99,13.9,1673,10,0.958,0,0,84,88,,,116.6,1048,38,22.5,21.5,5.78,4.94,10.56,0.92,5.47,269
1230130,0.849,0.795,221,12.4,11.6,43.14,13.9,1719,10,0.958,0,0,84.5,89,,,116.6,1048,38,23.5,22,5.51,4.72,10.56,0.94,5.47,269
1230208,0.856,0.808,221,12.5,11.8,42.4,13.8,1739,10,0.958,0,0,85,88.5,,,116.6,1048,38,24,22.5,5.45,4.61,11.18,0.94,5.47,269
1230290,0.877,0.822,221,12.8,12,43.14,13.8,1722,10,0.958,0,0,84.5,89,,,116.6,1048,38,23.5,22.5,5.52,4.68,11.18,0.94,5.47,269
1230368,0.884,0.836,221,12.9,12.2,43.14,13.9,1726,10,0.958,0,0,84.5,89,,,116.6,1048,38,23.5,22.5,5.5,4.7,11.81,0.92,5.47,269
1230458,0.897,0.842,221,13.1,12.3,43.14,13.9,1724,10,0.958,0,0,85,88.5,,,114.8,1048,38,23.5,22.5,5.54,4.65,11.81,0.94,5.47,269
1230540,0.904,0.842,221,13.2,12.3,41.3,13.8,1768,10,0.958,0,0,84.5,89,,,114.8,1048,38,24.5,23,5.25,4.58,12.43,0.94,5.47,269
1230618,0.897,0.836,221,13.1,12.2,40.19,13.8,1821,10,0.958,0,0,85,90,,,114.8,1048,38,25,23,5.14,4.37,12.43,0.94,5.47,269
1230696,0.884,0.836,221,12.9,12.2,39.82,13.9,1830,10,0.958,0,0,85,90,,,113,1048,38,25.5,23.5,5.11,4.34,13.05,0.94,5.47,269
1230778,0.897,0.836,221,13.1,12.2,39.08,13.9,1859,10,0.958,0,0,85,90.5,,,113,1048,38,26,24,5.06,4.29,13.05,0.94,5.47,269
1230847,0.904,0.849,221,13.2,12.4,38.34,13.9,1888,10,0.958,0,0,84.5,90,,,113,1048,38,26.5,24,4.88,4.23,13.05,0.94,5.47,269
1230937,0.911,0.849,221,13.3,12.4,37.97,13.9,1915,10,0.958,0,0,84,90,,,113,1048,38,27,24.5,4.81,4.11,13.67,0.94,5.47,269
1231019,0.911,0.849,221,13.3,12.4,37.61,13.9,1948,9,0.958,0,0,84.5,90.5,,,113,1048,38,27.5,25,4.77,4.01,13.67,0.9,5.47,269
1231097,0.918,0.842,221,13.4,12.3,35.76,13.9,1984,10,0.958,0,0,82.5,88.5,,,113,1048,38,28,25.5,4.43,3.88,13.67,0.92,5.47,269
1231171,0.918,0.849,221,13.4,12.4,35.02,13.9,2019,9,0.957,0,0,81,88,,,111.2,1048,38,29,26,4.26,3.76,14.29,0.92,5.08,269
1231249,0.918,0.849,221,13.4,12.4,32.44,13.9,2044,8,0.955,0,0,77,83.5,,,111.2,1048,38,29.5,27,3.55,2.9,14.29,0.86,3.52,269
1231331,0.925,0.849,221,13.5,12.4,29.49,13.9,2020,8,0.952,0,0,72.5,77.5,,,111.2,1048,38,29,26.5,3.04,2.66,14.29,0.84,3.52,269
1231421,0.911,0.829,221,13.3,12.1,28.75,13.9,2049,7,0.95,0,0,72.5,79.5,,,111.2,1048,38,29.5,27,3.07,2.77,14.29,0.84,3.52,269
1231498,0.952,0.89,221,13.9,13,28.38,13.9,2076,7,0.95,0,0,73.5,81,,,111.2,1048,38,30,27.5,3.09,2.84,14.29,0.84,3.52,269
1231589,0.993,0.904,221,14.5,13.2,28.38,13.9,2103,7,0.979,0,0,74,82.5,,,111.2,1048,38,30.5,28,3,2.75,14.91,0.84,3.52,269
1231679,0.993,0.897,221,14.5,13.1,28.38,13.9,2091,7,0.95,0,0,73.5,82,,,111.2,1048,38,30,28,3.11,2.78,14.91,0.84,3.52,269
1231761,0.973,0.89,221,14.2,13,28.01,13.9,2116,7,0.979,0,0,74,83,,,109.4,1048,38,30.5,28,3.02,2.79,14.91,0.84,3.13,269
1231839,0.973,0.877,221,14.2,12.8,27.64,13.9,2128,7,0.979,0,0,74,84,,,109.4,1048,38,31,28.5,2.97,2.77,14.91,0.84,3.13,269
1231929,0.959,0.877,221,14,12.8,26.9,13.9,2143,7,0.979,0,0,74,84.5,,,109.4,1048,38,31,28.5,2.9,2.76,14.91,0.84,3.13,269
1232010,0.959,0.87,221,14,12.7,26.9,13.9,2160,7,0.979,0,0,74,85,,,109.4,1048,38,31,29,2.9,2.75,14.91,0.84,3.13,269
1232088,0.945,0.856,221,13.8,12.5,26.17,13.9,2164,7,0.979,0,0,74,85,,,109.4,1048,38,31,29.5,2.83,2.67,15.53,0.8,2.73,269
1232178,0.952,0.959,221,13.9,14,26.17,13.9,2156,7,0.979,0,0,73.5,84.5,,,109.4,1048,38,31,29,2.82,2.71,15.53,0.82,2.73,269
1232260,0.966,0.938,221,14.1,13.7,26.17,13.9,2160,7,0.979,0,0,73.5,84.5,,,109.4,1048,38,31,29,2.8,2.65,15.53,0.82,2.73,269
1232338,0.959,0.884,221,14,12.9,25.8,13.9,2199,7,0.979,0,0,74,85,,,109.4,1048,38,31.5,30,2.79,2.64,15.53,0.82,2.73,269
1232420,0.945,0.897,221,13.8,13.1,25.43,13.9,2210,7,0.979,0,0,73.5,85.5,,,109.4,1048,38,32,30,2.73,2.65,15.53,0.82,2.73,269
1232498,0.938,0.863,221,13.7,12.6,25.43,13.9,2238,7,0.979,0,0,74,86,,,111.2,1048,38,32.5,30.5,2.72,2.6,15.53,0.82,2.73,269
1232580,0.925,0.856,221,13.5,12.5,25.43,13.9,2241,7,0.979,0,0,74,86,,,111.2,1048,38,32.5,30.5,2.72,2.6,15.53,0.8,2.73,269
1232670,0.925,0.89,221,13.5,13,25.8,13.9,2201,7,0.979,0,0,74,85,,,111.2,1048,38,32,30,2.79,2.62,15.53,0.82,2.73,269
1232748,0.938,0.938,221,13.7,13.7,25.43,13.9,2246,7,0.979,0,0,74,86,,,111.2,1048,38,32.5,30.5,2.73,2.6,15.53,0.82,2.73,269
1232838,0.945,0.925,221,13.8,13.5,25.43,13.9,2253,7,0.979,0,0,74,86,,,111.2,1048,38,32.5,30.5,2.73,2.6,16.16,0.82,2.73,269
1232920,0.938,0.89,221,13.7,13,25.06,13.9,2277,7,0.979,0,0,74,86,,,111.2,1048,38,33,31.5,2.69,2.56,16.16,0.82,2.73,269
1232998,0.938,0.863,221,13.7,12.6,24.69,13.9,2296,7,0.979,0,0,74,86,,,111.2,1048,38,33,32,2.66,2.55,16.16,0.8,2.73,269
1233080,0.925,0.87,221,13.5,12.7,25.06,13.9,2289,7,0.979,0,0,74,86,,,111.2,1048,38,33,32,2.66,2.54,16.16,0.82,2.73,269
1233157,0.918,0.877,223,13.4,12.8,24.69,13.9,2283,7,0.979,0,0,73.5,85.5,,,111.2,1048,38,33,31.5,2.65,2.56,16.16,0.82,2.73,269
1233239,0.918,0.856,221,13.4,12.5,25.06,13.9,2293,7,0.979,0,0,74.5,86.5,,,111.2,1048,38,33,32,2.71,2.56,16.16,0.82,2.73,269
1233317,0.918,0.856,221,13.4,12.5,24.69,13.9,2305,7,0.979,0,0,74,86,,,111.2,1048,38,33,32.5,2.67,2.54,16.16,0.82,2.73,269
1233399,0.925,0.938,223,13.5,13.7,25.06,13.9,2303,7,0.979,0,0,74,86,,,111.2,1048,38,33,32,2.68,2.56,16.16,0.82,2.73,269
1233477,0.945,0.918,221,13.8,13.4,24.69,13.9,2295,7,0.979,0,0,74,86,,,111.2,1048,38,33,32,2.67,2.52,16.16,0.82,2.73,269
1233559,0.945,0.897,221,13.8,13.1,25.06,13.9,2313,7,0.979,0,0,74,86,,,111.2,1048,38,33,32.5,2.67,2.54,16.78,0.82,2.73,269
1233641,0.932,0.884,221,13.6,12.9,24.69,13.9,2331,7,0.979,0,0,74.5,86.5,,,111.2,1048,38,33.5,33,2.67,2.53,16.78,0.82,2.73,269
1233719,0.911,0.897,221,13.3,13.1,25.06,13.9,2323,7,0.979,0,0,74.5,87,,,111.2,1048,38,33.5,32.5,2.7,2.55,16.16,0.82,2.73,269
1233800,0.932,0.925,221,13.6,13.5,24.69,13.9,2380,7,0.979,0,0,75,87,,,111.2,1048,38,34,34,2.65,2.48,16.78,0.82,2.73,269
1233878,0.925,0.897,221,13.5,13.1,24.32,13.9,2394,7,0.979,0,0,74.5,86.5,,,111.2,1048,38,34.5,34.5,2.61,2.46,16.78,0.82,2.73,269
1233968,0.911,0.877,221,13.3,12.8,23.95,13.9,2405,7,0.979,0,0,74.5,86,,,111.2,1048,38,34.5,34.5,2.59,2.42,16.78,0.82,2.73,269
1234058,0.911,0.884,221,13.3,12.9,23.95,13.9,2405,7,0.979,0,0,74,85.5,,,111.2,1048,38,34.5,34.5,2.55,2.38,16.78,0.82,2.73,269
1234136,0.918,0.884,221,13.4,12.9,23.95,13.9,2408,7,0.979,0,0,74.5,86,,,111.2,1048,38,34.5,35,2.57,2.39,16.78,0.82,2.73,269
1234231,0.918,0.904,221,13.4,13.2,24.32,13.9,2416,7,0.979,0,0,74.5,86,,,111.2,1048,38,34.5,35,2.6,2.4,16.78,0.82,2.73,269
1234308,0.911,0.897,221,13.3,13.1,23.95,13.9,2375,7,0.979,0,0,74,85.5,,,113,1048,38,34,34,2.56,2.36,16.78,0.82,2.73,269
1234390,0.952,0.959,221,13.9,14,24.32,13.9,2391,7,0.979,0,0,74.5,86.5,,,113,1048,38,34.5,34.5,2.6,2.45,16.78,0.82,2.73,269
1234480,0.945,0.904,221,13.8,13.2,23.95,13.9,2432,7,0.979,0,0,74,85.5,,,113,1048,38,35,35,2.55,2.42,16.78,0.82,2.73,269
1234558,0.932,0.884,221,13.6,12.9,23.95,13.9,2462,7,0.979,0,0,74.5,86,,,113,1048,38,35,36,2.56,2.38,17.4,0.82,2.73,269
1234640,0.925,0.918,221,13.5,13.4,23.95,13.9,2442,7,0.979,0,0,74,85.5,,,113,1048,38,35,35.5,2.55,2.36,17.4,0.82,2.73,269
1234718,0.932,0.904,221,13.6,13.2,23.95,13.9,2457,7,0.943,0,0,74,85.5,,,113,1048,38,35,36,2.64,2.46,17.4,0.82,2.73,269
1234800,0.925,0.877,221,13.5,12.8,23.58,13.9,2454,7,0.943,0,0,74,85.5,,,113,1048,38,35,36,2.63,2.46,17.4,0.8,2.73,269
1234878,0.925,0.89,221,13.5,13,23.95,13.9,2458,7,0.943,0,0,74,85.5,,,113,1048,38,35,36,2.64,2.42,17.4,0.82,2.73,269
1234960,0.932,0.897,221,13.6,13.1,23.58,13.9,2477,7,0.943,0,0,73.5,85.5,,,113,1048,38,35.5,36.5,2.59,2.46,17.4,0.82,2.73,269
1235050,0.904,0.863,221,13.2,12.6,23.58,13.9,2487,7,0.943,0,0,73,84.5,,,113,1048,38,35.5,37,2.56,2.42,17.4,0.82,2.73,269
1235127,0.89,0.863,221,13,12.6,23.58,13.9,2496,7,0.943,0,0,73,84.5,,,113,1048,38,36,37,2.57,2.41,17.4,0.82,2.73,269
1235209,0.897,0.897,221,13.1,13.1,23.22,13.9,2495,7,0.943,0,0,73,84,,,113,1048,38,36,37,2.57,2.39,17.4,0.8,2.73,269
1235287,0.897,0.877,221,13.1,12.8,23.22,13.9,2476,7,0.943,0,0,72.5,84,,,113,1048,38,35.5,36.5,2.53,2.38,17.4,0.82,2.73,269
1235369,0.897,0.884,221,13.1,12.9,23.22,13.9,2507,7,0.943,0,0,72.5,84,,,113,1048,38,36,37,2.53,2.4,17.4,0.82,2.73,269
1235447,0.897,0.87,221,13.1,12.7,23.22,13.9,2522,7,0.943,0,0,72.5,84,,,113,1048,38,36,37.5,2.51,2.34,18.02,0.8,2.73,269
1235529,0.911,0.877,221,13.3,12.8,23.22,13.9,2531,7,0.943,0,0,73,84,,,113,1048,38,36.5,37.5,2.54,2.37,18.02,0.8,2.73,269
1235627,0.904,0.911,221,13.2,13.3,23.22,13.9,2508,7,0.943,0,0,72,83.5,,,113,1048,38,36,37,2.5,2.37,18.02,0.82,2.73,269
1235717,0.897,0.877,221,13.1,12.8,23.22,13.9,2531,7,0.943,0,0,72.5,83.5,,,113,1048,38,36.5,37.5,2.5,2.32,18.02,0.82,2.73,269
1235808,0.89,0.87,221,13,12.7,22.85,13.9,2533,7,0.943,0,0,72.5,83.5,,,113,1048,38,36.5,37.5,2.5,2.32,18.02,0.82,2.73,269
1235890,0.904,0.89,221,13.2,13,22.85,13.9,2519,7,0.943,0,0,72,83.5,,,113,1048,38,36,37.5,2.48,2.34,18.02,0.8,2.73,269
1235968,0.897,0.877,221,13.1,12.8,23.22,13.9,2527,7,0.943,0,0,72.5,83.5,,,113,1048,38,36.5,37.5,2.5,2.33,18.02,0.8,2.73,269
1236058,0.897,0.904,221,13.1,13.2,22.85,13.9,2539,7,0.943,0,0,72.5,82.5,,,113,1048,38,36.5,37.5,2.49,2.33,18.02,0.8,2.34,269
1236140,0.904,0.884,221,13.2,12.9,19.52,13.9,2528,5,0.941,0,0,63.5,79.5,,,113,1048,38,36.5,37,1.64,1.89,18.02,0.76,0,269
1236218,0.925,0.932,221,13.5,13.6,19.89,13.9,2514,5,0.94,0,0,61.5,72,,,113,1048,38,36,37,1.74,1.61,18.02,0.74,0,269
1236300,0.911,0.911,221,13.3,13.3,18.79,13.9,2519,5,0.94,0,0,65,73,,,113,1048,38,36,37,1.79,1.64,18.02,0.72,0,269
1236378,0.966,0.993,221,14.1,14.5,18.79,13.9,2493,5,0.94,0,0,64.5,74,,,113,1048,38,36,36.5,1.79,1.67,17.4,0.7,0,269
1236468,1.007,0.959,221,14.7,14,18.05,13.9,2508,5,0.94,0,0,66.5,74.5,,,113,1048,38,36,37,0,0,17.4,0.72,0,269
1236550,1.137,1.021,221,16.6,14.9,17.68,13.9,2452,4,0.94,0,0,68.5,76,,,113,1048,38,35,36,0,0,17.4,0.7,0,269
1236628,1.212,1.219,223,17.7,17.8,17.31,13.8,2441,4,0.94,0,0,69,77,,,113,1048,38,35,35.5,0,0,17.4,0.7,0,269
1236701,1.219,1.219,223,17.8,17.8,16.94,13.9,2429,4,0.94,0,0,70,77.5,,,113,1048,38,35,35.5,0,0,17.4,0.7,0,269
1236779,1.219,1.219,221,17.8,17.8,16.94,13.8,2404,4,0.94,0,0,70.5,78,,,113,1048,38,34.5,35,0,0,16.78,0.7,0,269
1236861,1.219,1.219,221,17.8,17.8,16.94,13.9,2386,4,0.94,0,0,71,78.5,,,114.8,1048,38,34,34.5,0,0,16.78,0.7,0,269
1236939,1.219,1.219,221,17.8,17.8,16.94,13.8,2366,4,0.94,0,0,71,78.5,,,114.8,1048,38,33.5,34,0,0,16.78,0.7,0,269
1237021,1.219,1.219,221,17.8,17.8,16.94,13.9,2342,4,0.94,0,0,71.5,79,,,114.8,1048,38,33.5,33.5,0,0,16.78,0.68,0,269
1237099,1.219,1.219,221,17.8,17.8,17.31,13.9,2320,4,0.94,0,0,72,80,,,116.6,1048,38,33,33,0,0,16.16,0.7,0,269
1237181,1.219,1.219,221,17.8,17.8,16.94,13.9,2302,4,0.94,0,0,72,80.5,,,116.6,1048,38,33,32.5,0,0,16.16,0.7,0,269
1237271,1.219,1.219,221,17.8,17.8,16.94,13.9,2273,4,0.94,0,0,72.5,81,,,116.6,1048,38,32.5,32,0,0,16.16,0.7,0,269
1237353,1.219,1.219,221,17.8,17.8,17.31,13.9,2252,4,0.94,0,0,73,81.5,,,116.6,1048,38,32,31.5,0,0,16.16,0.7,0,269
1237451,1.219,1.219,221,17.8,17.8,17.31,13.9,2226,4,0.94,0,0,73,81.5,,,116.6,1048,38,31.5,31,0,0,15.53,0.7,0,269
1237529,1.219,1.219,221,17.8,17.8,17.31,13.9,2203,4,0.94,0,0,72.5,81,,,118.4,1048,38,31,30.5,0,0,15.53,0.68,0,269
1237611,1.219,1.219,221,17.8,17.8,17.68,13.9,2174,4,0.94,0,0,72,80.5,,,118.4,1048,38,30.5,30,0,0,15.53,0.7,0,269
1237689,1.219,1.219,221,17.8,17.8,17.68,13.8,2159,4,0.94,0,0,72,80.5,,,118.4,1048,38,30.5,30,0,0,15.53,0.7,0,269
1237766,1.219,1.219,221,17.8,17.8,17.68,13.9,2142,4,0.94,0,0,71.5,80,,,118.4,1048,38,30,29.5,0,0,14.91,0.7,0,269
1237848,1.219,1.219,221,17.8,17.8,18.05,13.8,2124,4,0.94,0,0,71,80,,,118.4,1048,38,30,29.5,0,0,14.91,0.7,0,269
1237934,1.219,1.219,221,17.8,17.8,18.42,13.8,2109,4,0.94,0,0,70.5,79,,,118.4,1048,38,29.5,29,0,0,14.91,0.7,0,269
1238008,1.219,1.219,221,17.8,17.8,18.05,13.9,2089,4,0.94,0,0,70,79,,,120.2,1048,38,29.5,29,0,0,14.91,0.7,0,269
1238090,1.219,1.219,223,17.8,17.8,18.42,13.9,2066,4,0.94,0,0,69,78,,,120.2,1048,38,29,28.5,0,0,14.91,0.7,0,269
1238180,1.219,1.219,223,17.8,17.8,18.79,13.9,2050,4,0.94,0,0,68,77,,,120.2,1048,38,28.5,28,0,0,14.29,0.7,0,269
1238258,1.219,1.219,221,17.8,17.8,18.42,13.9,2030,4,0.94,0,0,67.5,77,,,120.2,1048,38,28.5,28,0,0,14.29,0.7,0,269
